 	l	ho	sentito	che	veniva	</S>
o	0.87685852	0.03764376835	0.07736286459	0.00334039335	0.00281488206	0.00197953675
n	0.701839046667	0.163178596117	0.11415291153	0.0134377959167	0.00275651566	0.00463517051667
ì	0.445156495556	0.406498272039	0.120941923843	0.0197633506389	0.00276550428667	0.00487445891889
k	0.229392628519	0.586961604013	0.166416734614	0.0139970885463	0.00137522339556	0.00185669873296
u	0.147558036173	0.540159844671	0.246173868205	0.0640697038488	0.00122314606519	0.000815410017653
s	0.102478422724	0.325019811557	0.405754102735	0.16309126795	0.00297804522173	0.000678340632551
a	0.0641893515747	0.163310583852	0.377905470912	0.38489121265	0.00875420517391	0.000949140777517
k	0.0464249798582	0.0933126726173	0.186222813637	0.60418501755	0.0661632347246	0.00369123662584
a	0.0387278092861	0.0638133738724	0.114118124546	0.60412790585	0.170867194908	0.00834555204195
è	0.036594289862	0.0470654502908	0.0617122595153	0.414662263617	0.432198998303	0.00776669421398
r	0.018733484054	0.0252209180969	0.0633067611718	0.370638882872	0.516599616101	0.00550027823799
k	0.0111787009847	0.0163986544656	0.0667293747239	0.382020624291	0.505400822034	0.018271781546
a	0.0139633542949	0.0172527642552	0.0378233025746	0.21486685243	0.640030307345	0.076063397182
t	0.014329455365	0.0167945738851	0.0269324925249	0.11696058181	0.737021602448	0.087961309394
o	0.0108382307217	0.012393843095	0.0192593108416	0.0844277889367	0.721446450816	0.151634426798
</S>	0.0138682853609	0.0154636780475	0.0192295879208	0.0735298619683	0.629127650408	0.248780983399
