 	Valeria	legge	il	giornale	</S>
e	0.97681482	0.015451374	0.003685563415	0.0011697923775	0.002878427035
V	0.933517143333	0.063692039	0.001331805995	0.000427855596167	0.00103113239167
a	0.799514271111	0.198767086333	0.000963348645	0.000251084217389	0.00050419420389
l	0.768858407037	0.225474768778	0.00232416574833	0.00093415633913	0.0024085534513
è	0.609657512346	0.382162722926	0.00374460791611	0.00113482425304	0.00330038085043
r	0.334753707449	0.658874074309	0.0037479673387	0.000620395424347	0.00200388108348
i	0.20720626915	0.787020281436	0.00403450044623	0.000439900368116	0.00129906461116
a	0.111000016383	0.872299260479	0.0151919849821	0.000714976916039	0.000793706020387
m	0.166241575461	0.702382596826	0.101387223327	0.00679386093868	0.0231946707735
e	0.231565665154	0.471290778942	0.257088924442	0.00913727531289	0.0309173299245
l	0.253665638385	0.355192169647	0.291011714814	0.0226948634376	0.0774355696415
e	0.218130376128	0.252370706549	0.408320878271	0.0274345852792	0.0937434393805
t	0.199306112043	0.20590413885	0.45753879609	0.0310818522264	0.10616913596
à	0.182496936014	0.185575399617	0.48606865203	0.0353512447421	0.110507793653
o	0.0767430046713	0.137120277539	0.712373650677	0.0333361312474	0.0404269838843
g	0.0529451655571	0.0834326801797	0.789220363559	0.0471501647491	0.0272516546281
i	0.0726048151857	0.10698130006	0.69706522452	0.0924097582497	0.030938892876
o	0.0749221997286	0.11687678002	0.540570258173	0.235730509417	0.0319002699587
r	0.0583904655762	0.0677414726733	0.332333621391	0.502106529806	0.0394279573196
n	0.0482029228587	0.0401890708911	0.179803575797	0.693265376602	0.0385391181065
à	0.0397627032862	0.0528332796304	0.250968518599	0.616808925534	0.0396266043688
l	0.0348196717621	0.0515700952101	0.2989690962	0.555500508511	0.0591406264563
e	0.0279224029207	0.0314184044034	0.200944516733	0.519040962837	0.220673727152
</S>	0.0221780974604	0.0252753612017	0.141315700367	0.440255071418	0.370975783576
