 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.76697147	0.1920552225	0.01809733	0.0028758063	0.0063298314	0.002157090625	0.002092454415	0.0015852579	0.00292387525	0.0012753353	0.001498821435	0.00033438875	0.000549955025	0.00022505118	0.000554766545	0.00047331719
n	0.477829531	0.393625740833	0.100667424667	0.0105468602	0.0033831791	0.002302542575	0.00229391667167	0.00181523556667	0.00314154135	0.00136272983333	0.000904411068333	0.000435618716667	0.000395042888333	0.000252032573333	0.000571010848333	0.000473167143333
ì	0.182299384333	0.451242520278	0.331299621556	0.0251315544	0.00182946266667	0.00120629502167	0.00126363476722	0.00108036778489	0.001533641135	0.000837025663777	0.000583791016111	0.000411124267889	0.000283929523444	0.000201651742778	0.000376794756111	0.000419199697778
c	0.084367242111	0.515989513426	0.366695113852	0.0280622034667	0.00115955632222	0.000753556770557	0.000611861549073	0.00045166814763	0.00055536187	0.000344894410592	0.00028079987537	0.000179493608296	0.000114253203148	9.42550825927e-05	0.000171817518704	0.000168444959259
h	0.0598935807037	0.599245671142	0.300639167951	0.0352744998222	0.00172850160741	0.00100335359019	0.000524841653024	0.000349052012543	0.00035147483	0.000240740883531	0.000176173995123	0.000141514099432	9.22819490493e-05	0.000106541637531	0.000118469262901	0.000114172243086
a	0.0388077715679	0.415412303714	0.490420179317	0.0514118229407	0.00164115997914	0.000773545041063	0.000332835415008	0.000235272547848	0.000252659444	0.00015387578951	0.000111888170374	8.88301076107e-05	6.95261141164e-05	9.9569197177e-05	9.69454353003e-05	9.18298470287e-05
t	0.020581290856	0.224213091238	0.677259809772	0.0745703623136	0.00101039786971	0.000534112058021	0.000306840615669	0.000300832286283	0.000279297198667	0.00022239345817	0.000139424922125	0.000204648870337	9.58027691388e-05	8.72753037257e-05	8.48301794334e-05	0.000109581478343
o	0.0120146232853	0.139802113746	0.519215803257	0.321274754105	0.0053207823899	0.00046588821934	0.000299866211223	0.000321188766294	0.000286409021556	0.000244370416057	0.000145625606042	0.000242733510412	0.000103524083613	7.51018629086e-05	7.34770380778e-05	0.000113713032648
r	0.0104170357618	0.0880481179153	0.407141837752	0.482805824702	0.00823796529663	0.000623058573113	0.000402426926408	0.000462647659631	0.000446701579185	0.000263409225352	0.000128846504014	0.000401109523771	0.000162476538438	0.000110164099303	0.000113439674293	0.000234936720749
ì	0.0129413682539	0.0528745426384	0.367361392584	0.539778514901	0.0226163075989	0.00115026482437	0.000680223992136	0.000520247201544	0.000500731878395	0.000271987351451	0.000132478700005	0.000454538328924	0.000181753445966	0.000123706581434	0.000130223984764	0.000281742084583
s	0.0202417360846	0.0524515142128	0.263800457528	0.627883071634	0.0292612631996	0.00235316067479	0.000888491297379	0.000711647348848	0.000523840211465	0.000292760493484	0.000151166975335	0.000753510897308	0.000311712568475	0.000100308852145	9.80527449213e-05	0.000177345552528
o	0.0261537533615	0.0600773864043	0.216825655843	0.534856933878	0.149141216733	0.00849013312493	0.00109856113246	0.000810219419616	0.000539841020488	0.000305121453828	0.000159061437778	0.000854892238103	0.000356322180725	9.70075670483e-05	9.40846059738e-05	0.000139878593176
n	0.0195360372872	0.0455064664681	0.128943785281	0.546450134626	0.238214215578	0.015543505375	0.00192367654415	0.00103186757654	0.000543249123496	0.000326179487276	0.000178401181926	0.00101874561837	0.000316051078142	0.000135199945349	0.000123066832991	0.000209493293392
t	0.0139986839291	0.0922094014894	0.129431715094	0.548617331542	0.166872598526	0.0291783344583	0.00600567878138	0.00242438805885	0.00160335910783	0.00110681444243	0.000745196017309	0.00272551093946	0.00160866523938	0.00129698658845	0.000899620307664	0.00127574594446
a	0.0129498694097	0.10731327883	0.118701650031	0.426342317181	0.255334302842	0.0556957498194	0.00887580526046	0.00247889891962	0.00164525697428	0.00118680762948	0.000854234509103	0.00257402285182	0.00184565852896	0.00160992777615	0.00109704385189	0.00149518127982
o	0.00588875410323	0.04525196211	0.0636145095437	0.281359507727	0.467442787614	0.112161023273	0.0178516267535	0.00190030317321	0.00069149903976	0.000447822230493	0.000326063843368	0.000930338002607	0.00062775681382	0.000568277998717	0.00039580145063	0.000541969773273
c	0.00397110510108	0.0286475082033	0.0452931210479	0.163698951242	0.543179009205	0.155802854424	0.0502905079178	0.00523476489107	0.00123985742325	0.000241144705498	0.000182406621456	0.000795467947536	0.000353038759607	0.000244955572906	0.00019400894421	0.000631283972758
e	0.00335886632036	0.0252695732344	0.0399307513493	0.111477653747	0.482457959735	0.240748318141	0.0860099173059	0.00715985829702	0.00138621316108	0.000180727698499	0.000138862309152	0.000713206452512	0.000256430914536	0.000132396894302	0.000125376691403	0.000653867425919
r	0.00516839952679	0.0165542167448	0.0233278267831	0.0745028699157	0.342710186578	0.346399726047	0.134524657102	0.0229968897657	0.00719889087369	0.0016400944395	0.000547673468384	0.00632332695417	0.000889583766179	0.000832476921434	0.00108570349713	0.0152974557103
ò	0.00764635084226	0.0132656022483	0.0171144738277	0.0459054296386	0.177942822193	0.442878675349	0.203686789034	0.0466503019219	0.0097623309579	0.0023593366465	0.000698696137461	0.00831842032472	0.00109686925126	0.00106947121914	0.00141278870304	0.0201916670668
ì	0.00641015768075	0.0117195185828	0.0136446628426	0.0354730462129	0.106483550731	0.489853385116	0.261935856345	0.054618273974	0.0057668543193	0.00145372784883	0.000355997337154	0.00366635674824	0.00042278438962	0.000508716665047	0.000551569488347	0.0071356039856
c	0.00403301295025	0.0099760995276	0.0121270318475	0.030627824071	0.0765486442437	0.466035275039	0.286465782115	0.0935841713247	0.0108066404398	0.00145760741628	0.000347886829051	0.00418001654941	0.000302865739873	0.000341443015016	0.000267021300449	0.00289869004187
h	0.00425747530675	0.0257871835092	0.0162749995158	0.0459898330237	0.0679942487479	0.440541415013	0.263874530705	0.103330918108	0.0188694088133	0.00221269830543	0.000816474883017	0.00629542051647	0.00104411134662	0.000684615318339	0.00037317152115	0.00165347122729
a	0.00468760906892	0.0322088188364	0.0200228678386	0.0524385376746	0.065930457916	0.372213621671	0.254597730235	0.155175103703	0.0274510842711	0.00328485326848	0.00112168414101	0.00608054873882	0.00143268186221	0.00112254167278	0.000680793750383	0.00155105094243
t	0.00211043997297	0.0141098485121	0.0126829130795	0.0240037044582	0.0353442793053	0.346891220557	0.296591633412	0.217549071234	0.033941854757	0.00335508868949	0.000879135637003	0.00699450147961	0.00113701720074	0.00112931719093	0.000687059160128	0.00259290021414
o	0.00104671475432	0.00689946240403	0.0074252138265	0.0120504224861	0.0210223511018	0.285113940186	0.261495061137	0.274935613745	0.073327784919	0.0170754254965	0.00483210065567	0.0289941191599	0.00112642546691	0.00114547953031	0.000619621653376	0.00289028743805
r	0.00099601383144	0.00463095603468	0.00540814030883	0.00753554239537	0.0141742847006	0.201530470062	0.228774430379	0.331573384582	0.116307188306	0.0245756334988	0.00673810928522	0.04763066772	0.00177958355564	0.00185821617677	0.00113598455113	0.00535144684602
ì	0.00221894741048	0.00402917624489	0.00479256946961	0.00600157476512	0.0113209679002	0.183887106687	0.229193946793	0.367651051527	0.116337326102	0.0208798421663	0.00417873082841	0.03793506524	0.00208327875188	0.00236974325892	0.00125519360038	0.00586551620201
s	0.00248914152016	0.0060146127483	0.00538992215654	0.00804181275504	0.0118681736334	0.205794742229	0.212289788931	0.370293133842	0.119960518701	0.0178533457221	0.00321023567614	0.0274762984133	0.00226445071729	0.00185206175297	0.00084808577346	0.00435371198734
o	0.00154162392339	0.0062844599161	0.00522404881885	0.00797787625168	0.0107377575445	0.17003212341	0.16409889831	0.315471467947	0.192824119567	0.0413338052407	0.0168898569587	0.0527276248044	0.0069424825391	0.00223611595099	0.00136051941449	0.00431725962911
n	0.00098896424213	0.00382462660537	0.00382231243962	0.00522936735056	0.00741782094817	0.110245787137	0.120985518103	0.317441772649	0.261032063189	0.0542557324136	0.0227095043196	0.0721185906015	0.00978262341303	0.003238624817	0.00200788320483	0.00489885184304
t	0.000955097348377	0.0134765731685	0.00735687054654	0.0199626827169	0.0245277784161	0.116151482379	0.163863989368	0.300367290883	0.218348121063	0.0325629024712	0.0132698991065	0.0560238668672	0.0113865390377	0.00565927420567	0.00323895013494	0.0128486849477
a	0.00113361704946	0.0172631935562	0.0100134521822	0.025680247239	0.0311426941387	0.0887912274597	0.155457903123	0.278110963628	0.197563033688	0.0453227431571	0.0209132953688	0.0691761466224	0.0317112676792	0.00649809330189	0.00689488837831	0.0143272129826
t	0.000622754226487	0.0069677069854	0.0058096899274	0.0109000052463	0.0144147912462	0.0559172268199	0.115608387708	0.283602287876	0.266240027896	0.0562528590524	0.0229835531229	0.0968444088741	0.0369963388931	0.00715253800063	0.00793199079277	0.0117554276609
a	0.000301555998829	0.00286335111847	0.0028620711758	0.0047320709821	0.0070749736154	0.0400375386066	0.0800134865693	0.250867692625	0.269644099299	0.0879418763508	0.032098099041	0.164818159625	0.027252883631	0.0113209160002	0.00723423326426	0.010936966387
s	0.00033547737961	0.00171452789616	0.00214101839193	0.00302447542737	0.0047746717718	0.0322673215355	0.0668119028564	0.235859214208	0.2582716231	0.10347263445	0.0383748416803	0.191805853208	0.025872702877	0.0163521216667	0.00702731522142	0.011894251629
ì	0.000413430236537	0.00188288319872	0.00261296813064	0.00333769650912	0.00523022875727	0.0347254371785	0.0694571976188	0.255626991403	0.2591149877	0.0882439124833	0.0280528858934	0.195965071069	0.0239577142923	0.0153418441222	0.00476786600714	0.0112688499763
n	0.000348185032179	0.00267679903291	0.00334285387688	0.00489502816971	0.00617532751909	0.0417177043928	0.0686137608729	0.244340007134	0.236788352567	0.0936400261611	0.0333818319645	0.218322687023	0.0258765430974	0.00948379794073	0.00325164326905	0.00714546892543
n	0.000864735187393	0.00329887511097	0.00307482425896	0.0058014223899	0.00742703850636	0.0463283757976	0.073738837291	0.220681095711	0.226403647522	0.0861150767204	0.0426354966548	0.196336239008	0.0484020266991	0.0114240076469	0.00585433855635	0.0216140134751
e	0.00101026268913	0.00264710607032	0.00246045338632	0.0044228651633	0.00667215773545	0.0334605305992	0.0498591144303	0.169356683904	0.201587885841	0.0941724035735	0.0641059365516	0.187775059669	0.134065312233	0.0130737702156	0.0101591305188	0.025171365025
f	0.00043652207771	0.00138865846677	0.00176336722877	0.00239305385443	0.00375997757848	0.0172258925331	0.0280800638101	0.119493889968	0.20329889528	0.108283137858	0.0677008048505	0.238217833223	0.161176384078	0.0217876437385	0.0107602058396	0.014233700875
a	0.000375586347237	0.00135330856559	0.00169793457626	0.00196452005148	0.00292211952616	0.011995905511	0.0184018010367	0.0904182539893	0.19377156176	0.135678315953	0.10225053595	0.271741974408	0.116652878026	0.0284304385795	0.0109932829465	0.0113515927917
c	0.000366225102412	0.00154803338853	0.00158172362542	0.00201050618383	0.00260503857539	0.010357292837	0.0130345487789	0.0726073819964	0.178839517253	0.137340371984	0.114891407983	0.279389118136	0.122175202675	0.0407974295265	0.0127177063155	0.0097384747639
e	0.000220550770804	0.00132099019618	0.00132677510847	0.00246230402794	0.00467183235846	0.0150277466123	0.016649645593	0.0616663273321	0.142809788418	0.140060767328	0.125409985328	0.278252306045	0.112637674225	0.0702718648422	0.0132087654385	0.0140026342546
e	0.000131869981601	0.00103424734539	0.00119588021949	0.00262429440931	0.00600636111949	0.0153624798708	0.0177498608643	0.0475312447774	0.0978515121393	0.143647500776	0.129696231776	0.233173505348	0.168867351408	0.105608048281	0.0166942284795	0.0128253450849
n	0.000392224501867	0.00106207109513	0.00162900042316	0.00244052786977	0.0053621207065	0.0135912859569	0.0187919302881	0.0509363539258	0.10987175738	0.108787118592	0.065310561592	0.290220468449	0.183417009136	0.11681871276	0.0203073754932	0.0110614483616
ì	0.000929731000622	0.00301930959838	0.00339854887439	0.00502837475659	0.0090665642355	0.0246215726523	0.025290747096	0.0636805746419	0.106634139127	0.102845462864	0.0404983881973	0.383093582816	0.117122328379	0.0873915055867	0.0169888198311	0.0103903092872
c	0.000785393959207	0.00350228983279	0.00345840435813	0.00566794428553	0.0092943598785	0.0257549358841	0.021570699632	0.0518262195473	0.0779122230423	0.0911463609547	0.0362530180658	0.344531584272	0.13468369946	0.141619376529	0.0345678576104	0.0174256049291
h	0.000564299168736	0.00295030871093	0.00224682038604	0.00497055179518	0.00722150209283	0.0189976819614	0.0154411968107	0.0372780071824	0.0844658310141	0.0649493869849	0.0348781380219	0.304232924757	0.15612186982	0.183157190843	0.0447726822035	0.0377516249764
a	0.000534903736245	0.00270920987031	0.00193066912868	0.00450473616506	0.00630837559761	0.0147244859871	0.0120475252702	0.0307948103941	0.077253952338	0.0512363716616	0.0364948313406	0.256453834919	0.219733726607	0.160411732281	0.0862864837345	0.0385743883255
è	0.000393295125415	0.00319264655677	0.00321159230956	0.00678794762169	0.0114498240992	0.0150723456624	0.0139070137567	0.0254094911314	0.0441454071127	0.0443579465539	0.0327875561135	0.199288964973	0.240667062202	0.213549404094	0.118512921245	0.0272666037752
g	0.000295708980472	0.00318172801892	0.00321308035652	0.0074519344739	0.0132855913664	0.0164419248875	0.0154327721189	0.0229124180438	0.0338784127042	0.0367773588513	0.0220149020378	0.185273591658	0.166765994067	0.315598654698	0.130584813748	0.0268911145917
g	0.000138523918824	0.00181496363964	0.00175297883884	0.0046017940913	0.0085760167888	0.0142485422958	0.0120073772396	0.0192062506813	0.0348739912347	0.0485931796171	0.0455367856793	0.167647283886	0.109862021356	0.360874564899	0.121322238916	0.0489434601972
u	0.000296146999608	0.00300813397988	0.00219237097961	0.0065352276971	0.0119646979296	0.0212910000986	0.0157904517465	0.0199452055604	0.0299454407449	0.0637968138724	0.0771750905598	0.145441034629	0.071570592452	0.362736031633	0.0906938973053	0.0776178320657
o	0.000342091246536	0.00379773205996	0.00241833135987	0.0074097474657	0.0124572254099	0.0208270533662	0.0152010869155	0.0167270915201	0.019137490415	0.0459086121241	0.0576091201866	0.0867249448763	0.0476237401507	0.422815520544	0.135720479102	0.105279697355
n	0.000607506278845	0.00389347688665	0.00569970125329	0.00792316838857	0.0129803442366	0.0217516061221	0.0170905663052	0.0237682521734	0.039589474305	0.029114213208	0.0278587973955	0.0800091316254	0.0468743257169	0.415457130181	0.152590108034	0.114792162452
t	0.000793342079615	0.00465850179555	0.00823120241776	0.0108873132962	0.0221536074122	0.0301822787074	0.0319390137684	0.0408810843911	0.0602801367683	0.0239424290693	0.0159341602318	0.0887150412085	0.0532171135723	0.307984813394	0.155546641011	0.144653284151
a	0.000415552329872	0.00345224858852	0.00504905437259	0.00860100791207	0.0194271699707	0.0227682452358	0.0285593759228	0.034833716797	0.0410756460894	0.0158910616898	0.0098293617106	0.0532798557362	0.0438228108574	0.243345301131	0.32031074367	0.14933882305
n	0.000426067543291	0.00197126108617	0.0037378260242	0.00455308028402	0.00974216849023	0.0138297224119	0.0145860369743	0.021678179599	0.0308631248631	0.0121441835633	0.0079276756702	0.0380177365787	0.0383285152858	0.259624030377	0.39420334789	0.148367032683
a	0.000427891191097	0.00146774307872	0.00328297520807	0.00318735062801	0.00649198856341	0.0108088684706	0.0099099048581	0.017250384533	0.0275792519544	0.0114569946878	0.0077402411234	0.0342684895262	0.0362963397619	0.268663103459	0.415455549297	0.145712906228
m	0.000376009440366	0.00106830517624	0.00238277316936	0.00212419880934	0.0043654775878	0.00671593462353	0.00673296981937	0.0120288818443	0.0173371491515	0.00964119822927	0.00676002564113	0.0232643538421	0.0302161319206	0.286564074486	0.414657796432	0.175764697409
e	0.000351767386789	0.000910207115413	0.00201851315645	0.00177394150311	0.00378879989593	0.00601852077451	0.00616427147312	0.0101420689481	0.0134439392172	0.00898155890976	0.00677056348038	0.0179148459474	0.0246965666402	0.288390018162	0.376527578811	0.232106839136
g	0.000198002652263	0.000822025128471	0.00162038378548	0.00161263343437	0.00351796519864	0.00645682202484	0.00598298002437	0.0100355819827	0.0139995974057	0.00883113930325	0.00681619502679	0.0193770519825	0.0171383005467	0.296100162721	0.36906090627	0.238430303045
r	0.00216344585075	0.00344438824282	0.00429244879516	0.00426109924479	0.00649343159955	0.00801695134161	0.00935883184146	0.0119384486609	0.0165021821352	0.00985417910108	0.00661807954226	0.0272139173275	0.0182394368489	0.33668749424	0.256469458757	0.278446251015
à	0.00372343455025	0.00550361174761	0.00560202763172	0.00669260341493	0.00967970119985	0.0184273717805	0.0154388757805	0.0234664902203	0.0254573807117	0.0227044190337	0.0178488541808	0.0392836721092	0.0295059339496	0.314510064747	0.216917949586	0.245237617005
n	0.00535054178342	0.00863691458254	0.00798958324391	0.00981243213831	0.0124304724	0.0238219595935	0.0181205719268	0.0275719634068	0.0285528432372	0.0255582650112	0.0213736177269	0.0370749290364	0.0398397789832	0.256331631582	0.229652179862	0.247882335668
i	0.00538603899447	0.00869729262751	0.00815693371464	0.00924366381277	0.0103532155333	0.0172578183645	0.0130048561756	0.0204924501356	0.0215868007457	0.0177353670037	0.017175164909	0.0248697400121	0.0368545596611	0.182998070527	0.272043279954	0.334144798556
</S>	0.00338243159724	0.00521661396375	0.00486948730732	0.00563185905639	0.00652779186665	0.0143873204322	0.0090176623878	0.0192637585678	0.0204902818728	0.0179963585018	0.0193774994545	0.022432810506	0.0300788283305	0.147291535264	0.312935554977	0.361100269278
