 	non	deve	magniare	la	sera	</S>
e	0.853657175	0.12575149304	0.00491191445	0.0083523421	0.0027433185	0.0045836808
n	0.539303927333	0.305939254347	0.10356750465	0.0198743360333	0.0146127016333	0.0167022156
è	0.276265491444	0.447608718116	0.207238574883	0.0224945330111	0.0186507912111	0.0277418645333
n	0.214885217148	0.572208759372	0.170637078294	0.0133767750037	0.00895802523703	0.0199341225444
a	0.157620745716	0.488512959791	0.296378622765	0.0422254513346	0.00578506941234	0.00947714364813
f	0.105250066905	0.228343816597	0.417788854255	0.139556570445	0.0614326113041	0.0476281029827
à	0.123725953968	0.131783852199	0.361692158085	0.238999443482	0.0809477664347	0.0628508443276
i	0.125507276989	0.0797506310663	0.241729620362	0.484477634494	0.0402013448116	0.0283335114425
t	0.0491072163297	0.0408179696888	0.0908401781207	0.707700411498	0.0903935516039	0.0211407118142
o	0.0212836804432	0.0242522255629	0.0374717780402	0.784674503833	0.105849078868	0.0264687402714
v	0.0118564494811	0.0115565880543	0.0171195243801	0.673962367944	0.243817331289	0.0416877150905
r	0.00710259332703	0.0068970142181	0.00752445849337	0.443495742648	0.43762366043	0.0973565183635
à	0.0251458052757	0.015406543406	0.0502170031645	0.408488520883	0.38322785681	0.117514252788
i	0.0385747784252	0.021663940802	0.0698033593882	0.315294732294	0.41838158227	0.136281604263
</S>	0.0327328192126	0.018261759901	0.0438291021941	0.201806324147	0.525265371135	0.178104652132
