 	sto	ancora	cucinando	</S>
s	0.97691715	0.00511063705	0.0134067375	0.0045654541
t	0.96274163	0.0124590899167	0.0140239818333	0.0107753016
e	0.93114271	0.0448503146389	0.0116982582111	0.0123087319333
a	0.74339437	0.236557629546	0.00778159333703	0.0122664293778
n	0.514372143333	0.359716156515	0.033594216779	0.0923175031259
k	0.389081134444	0.316062295505	0.070134140593	0.224722394375
ò	0.257481574815	0.446448151835	0.0821506101977	0.213919624792
r	0.220860194938	0.584830217278	0.0860260100659	0.108283564931
a	0.196389411646	0.525071615759	0.136554170022	0.14198477831
m	0.109254454882	0.34348997192	0.390424530007	0.156831037103
a	0.055492933294	0.222341047307	0.568012610002	0.154153406701
r	0.0410813044313	0.165719352436	0.594519680001	0.198679642234
è	0.0496455528104	0.153928747479	0.65467197	0.141753716078
o	0.0400122817035	0.171797605826	0.67674037	0.111449737359
n	0.0282500680012	0.127640068609	0.72448247	0.119627385786
t	0.0272130936671	0.134549526203	0.64820249	0.190034855262
a	0.0211123315557	0.146753715401	0.518065596667	0.314068321754
</S>	0.0220895677779	0.1265619177	0.493582998334	0.357765495877
