 	che	vende	buon	pane	</S>
k	0.92548735	0.031604138	0.00156136751	0.0299517565	0.011395348
a	0.940218336667	0.0381958823333	0.000701929783333	0.0141572623667	0.00672659662
i	0.668925725556	0.321491884111	0.000310669097778	0.00570367415557	0.00356805839333
p	0.321488095185	0.665693004704	0.000514881529259	0.00289475605186	0.00940926403111
u	0.295740691728	0.681063721568	0.00686705394309	0.00506380651729	0.0112647419104
l	0.276667638909	0.691073560523	0.00907071031436	0.0091700018391	0.0140180742035
ì	0.234387744636	0.659644940174	0.0712980927715	0.0151201949464	0.0195489957345
t	0.243943698212	0.618987666725	0.101660180257	0.0215540696488	0.0138543830782
s	0.171356989404	0.592925468908	0.0924119927523	0.106977697216	0.0363278838594
o	0.124776226468	0.361616319636	0.126426317584	0.239632745739	0.14754838962
m	0.087172447156	0.176980891212	0.0913720718613	0.468078221913	0.176396341207
ì	0.0383493753853	0.099642018404	0.0421119456204	0.701616540638	0.118280108402
k	0.0405615584618	0.129020959468	0.0301331155401	0.663746600213	0.136537742801
a	0.0414151668206	0.129406860823	0.0269271615134	0.537494286738	0.264756510934
l	0.0184179786069	0.049009951941	0.0206196802711	0.636141928913	0.275810480311
ò	0.014005571869	0.0332546873137	0.0312168581904	0.630615649638	0.290907240104
</S>	0.0179604229345	0.0374069626568	0.0502569190952	0.492264434819	0.402111250052
