 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.954979685	0.0392732255	0.001613915235	0.0018622891	0.0005680784815	0.000718900635	0.000983886305
g	0.764043301667	0.1980722455	0.002124586935	0.0318632158667	0.00205863804817	0.00116053486833	0.000677460171667
e	0.543377370556	0.381585081833	0.00680813157833	0.0614995919556	0.00399814601606	0.00177101322278	0.000960656223889
n	0.500374876852	0.343416887278	0.0222736193594	0.0912873773185	0.0159139373387	0.00538937357426	0.021343945908
i	0.431053282284	0.389213322426	0.0440974231198	0.0832371727728	0.0184841592229	0.00615687902142	0.027757819886
t	0.411030017428	0.427011820809	0.0554262843733	0.0509381892576	0.0168566991843	0.00403484983714	0.034702181212
ò	0.406733979143	0.43272704027	0.0545882157911	0.0491746010859	0.0163675065948	0.00334593899905	0.0370627179507
r	0.318690849714	0.446228723423	0.12703956293	0.0741428436953	0.0178465297316	0.00181684228635	0.0142346706636
u	0.205544941905	0.341700297808	0.33949082431	0.0848016595651	0.0186050920772	0.00280465189545	0.0070525497212
e	0.181088642635	0.255304655936	0.34546573677	0.130702248188	0.0504117595257	0.0178087971985	0.0192181576071
n	0.166640898878	0.174276828645	0.164977754257	0.204098556063	0.137978226509	0.0571889490662	0.094838797869
è	0.143703094293	0.194386912882	0.107533509752	0.209024142021	0.170533425503	0.0656831146887	0.10913582329
n	0.122350331431	0.192957343294	0.104412611584	0.22353076734	0.269295848501	0.0417645962296	0.0456885287633
u	0.0694138158103	0.101052454765	0.146484393861	0.204474182447	0.3866992295	0.0678297184099	0.0240462269211
s	0.0370347679368	0.056344814255	0.125044078287	0.155993057482	0.517241913167	0.0883092028033	0.020032196307
s	0.0176782266456	0.0248864307517	0.049263384429	0.107057707494	0.699772064389	0.0769118309344	0.0244303874357
c	0.0158176282152	0.0279191482506	0.037159886143	0.0678718581647	0.64091933813	0.146320396978	0.0639917408119
e	0.0203257070717	0.0354837820835	0.034975140381	0.0575310827216	0.534184186043	0.233905742326	0.0835943269373
r	0.0214178456906	0.0281896110278	0.0277057814603	0.0414843945739	0.604813995348	0.210853897442	0.0655344509791
r	0.0153319291302	0.0170180251759	0.0206318585868	0.0249198075246	0.658972381783	0.180395705814	0.0827302873264
è	0.0143018252767	0.0315053755586	0.0447842166289	0.0223180901749	0.623596110594	0.192956408605	0.0705379826088
t	0.0152606070922	0.0376992735195	0.0549610942096	0.030879964725	0.627010553531	0.187003626202	0.0471848993696
s	0.0107494861641	0.0231788028398	0.0329418914032	0.0312992712417	0.524861101177	0.224736275401	0.15223315979
u	0.00721814552137	0.0168411624799	0.0360424788011	0.0199615927472	0.278752182392	0.4214074418	0.21977694993
m	0.00480892457379	0.00860641402663	0.0271791584004	0.0124224662491	0.166478459464	0.623234847267	0.157269684643
e	0.00355589419126	0.00761823067554	0.0202082549335	0.0111338457497	0.126153530488	0.692465365756	0.138864829548
m	0.00334117199709	0.00746249905851	0.0180391872445	0.0104842799166	0.086142877496	0.716688555252	0.157841399849
à	0.00900994633236	0.0286050625195	0.0526996296815	0.0300366129722	0.103646359165	0.617948755084	0.158053626616
i	0.0184581531108	0.0477230151732	0.0772734985605	0.0459747846574	0.108112696388	0.500479115028	0.201978725539
</S>	0.0220660830554	0.0434859215866	0.0596651972803	0.0421156758287	0.096465623194	0.486106772514	0.25009471277
