 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.73740119	0.106191743	0.0634198483	0.0158519375	0.0261793805	0.041662007	0.009293845
a	0.772366543333	0.100564431167	0.0613921354853	0.0138021888267	0.022002779312	0.0244223750833	0.005449487215
n	0.793325214444	0.152548827222	0.0284907272138	0.00531907733557	0.00822464398267	0.00922802627777	0.00286345755333
o	0.623749571481	0.346031475741	0.0179188292379	0.00249849765852	0.00363642158422	0.00416725746092	0.00199796162844
n	0.386238103827	0.567212225247	0.024340637246	0.00276570469951	0.00344422595141	0.00502115968864	0.0109779130535
ò	0.285055307942	0.654873221749	0.0345450204153	0.0028629938915	0.0033785956158	0.00530219810955	0.0139826032878
n	0.233667753647	0.729724353916	0.0261719981384	0.0016954966555	0.0015420178706	0.00216090511652	0.00503745406593
t	0.119745713549	0.720017817972	0.0858938260461	0.0505604832518	0.00855319222353	0.00819918157217	0.00702978005531
a	0.11571415585	0.522481789324	0.266915638682	0.0670468194173	0.0106061064578	0.00986591724072	0.00736956650177
t	0.0791795966167	0.415577986441	0.466977246227	0.0260583814724	0.00430730936927	0.00414481486357	0.00375466125059
a	0.0454322202056	0.280273930814	0.641206685409	0.0255797138241	0.00258142522309	0.00232183527119	0.00260419561686
s	0.0355028014019	0.167153505605	0.728378595136	0.041066724608	0.00394622567436	0.0075649793404	0.0163871908056
ì	0.0387533438006	0.154576991868	0.648889361712	0.117689144869	0.00688593122479	0.0115401863468	0.0216650740685
n	0.0457336099335	0.163499617289	0.589552103904	0.17540428829	0.00901592840826	0.00799262578227	0.00880188522283
n	0.0351184349778	0.13205881743	0.463086107968	0.26611251943	0.0623608061361	0.0306379140274	0.0106254508076
e	0.0233372349926	0.0629312441433	0.221098847656	0.448604313143	0.176810675379	0.0543223956758	0.0128952956025
f	0.00956452299753	0.0323351237144	0.107023490885	0.500987837714	0.23413064846	0.0969080128919	0.0190503865342
a	0.00967111399918	0.0255582185715	0.0775321759617	0.416842722571	0.310354516153	0.136191677631	0.0238496268447
n	0.0105416721331	0.0242131295238	0.0654084776539	0.32591552419	0.357701822051	0.183142315877	0.0330770779482
o	0.00805087584437	0.0212510685079	0.054989279218	0.22232445473	0.35689578735	0.296661395292	0.0398271443161
ò	0.00639009794812	0.0145429371693	0.0326782980727	0.109882785577	0.38764758245	0.425517765097	0.0233405339387
k	0.00478627031604	0.0220755413898	0.0428415690242	0.073987845859	0.42964062415	0.395036831699	0.0316312778129
a	0.00471803643868	0.0220356790633	0.0451944306747	0.068785200953	0.382599051383	0.412325320566	0.0643422286043
v	0.00320061300289	0.0101590792544	0.0204785859916	0.041434116651	0.238049590461	0.615119740189	0.0715582508681
r	0.00145978647096	0.00506933991813	0.00959578986387	0.0221626228837	0.198476710154	0.680867730063	0.0823680402894
è	0.00341458343699	0.00551981183938	0.0111534770546	0.0318196509612	0.178717343385	0.648040493354	0.121334670096
c	0.004210029379	0.00701702727979	0.0163946473515	0.0435565526537	0.133773142462	0.658552797785	0.136495793365
h	0.00747683035967	0.0143616247599	0.0234867567838	0.0472561222179	0.149569405487	0.597236242595	0.160612974455
i	0.00908052478656	0.0161224825866	0.0222674944613	0.0445358620726	0.135621000829	0.413999334198	0.358373258152
</S>	0.00601052639328	0.0106712427933	0.0148845385307	0.0357166045363	0.0944232439145	0.311976732099	0.526317079076
