 	dei	genitori	</S>
à	0.98246215	0.00808852165	0.00944928325
t	0.984919183333	0.00469082398333	0.01038993525
t	0.813557004444	0.0143213366611	0.17212161175
u	0.449586794815	0.267293595554	0.28311958725
s	0.362214028272	0.383871438518	0.253914552417
g	0.315051992757	0.414700286173	0.270247744139
e	0.131242326252	0.627222728724	0.241534948046
n	0.103351317417	0.658328889575	0.238319766015
i	0.0746334708057	0.735857663192	0.189508818005
t	0.106996988602	0.673368997731	0.219633952002
ò	0.188403492867	0.574356822577	0.237239610667
r	0.235777717622	0.595339574192	0.168882670222
u	0.185563654207	0.466055764731	0.348380563407
</S>	0.102216789604	0.382020792366	0.515762381703
