 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.9592076	0.028196178365	0.00197069405	0.00139754225	0.00485625315	0.00231295898	0.0009882141	0.001070526985
n	0.760041333333	0.213113499455	0.00823780101667	0.00283806205	0.00674714638333	0.00410190056	0.00259023293333	0.00233003746167
a	0.428728344444	0.531650333152	0.0227924543389	0.00322061185	0.00532644512778	0.00339237063	0.00272153884444	0.00216792717389
v	0.220137904815	0.686081711051	0.056539548113	0.00628867258333	0.0201286933759	0.00699207808667	0.00243030704815	0.00140110094463
o	0.135367784938	0.558746337017	0.256449799371	0.00998147686111	0.0259339571253	0.00921326999556	0.00305217001605	0.00125521595821
r	0.089259766646	0.345220162339	0.36777905979	0.0489159439537	0.0524424197084	0.0279788106319	0.021745394672	0.0466584551961
à	0.0709063405487	0.230974644113	0.43442467993	0.0614726453179	0.0729144539028	0.037874176544	0.0289548665573	0.0624782194654
s	0.0612577115162	0.203524331371	0.583159726643	0.057165964106	0.0415527166343	0.0185005249813	0.0120676096858	0.0227714247885
o	0.0519187785054	0.16655352379	0.672963208881	0.0629257810353	0.0195474620448	0.0114079801271	0.00555848649527	0.00912477456283
o	0.0368823169351	0.0939027632633	0.77492340296	0.0527522330118	0.0180200308483	0.014877488709	0.00489527359842	0.00374648882094
t	0.0153352071784	0.0503971097544	0.61240423432	0.270229665671	0.0241527976161	0.015928167903	0.00665245719947	0.00490035000698
s	0.00814062522613	0.0269032739181	0.297987063773	0.567830255224	0.051179934872	0.0217399476343	0.0109068950665	0.0153119598357
o	0.00693559447538	0.016994950306	0.157529323591	0.467440805075	0.103843928291	0.159681232545	0.0483541666888	0.0392199309452
m	0.00624043942513	0.011852708302	0.10670146453	0.453527335025	0.11816755443	0.199780004182	0.0593586778963	0.0443717736484
ì	0.00666501907504	0.015065127634	0.07048998151	0.443735368342	0.148437106477	0.208971314727	0.0706643482988	0.0359717092161
k	0.00802351135835	0.019349659878	0.05733161317	0.334674889447	0.187495898826	0.249387888242	0.0960402994329	0.0476962244054
u	0.0105549467861	0.018394666626	0.0407948857233	0.287307020482	0.170247419609	0.242940692747	0.111087986478	0.118672374802
à	0.0111051131287	0.020275479542	0.0311445309078	0.126131080827	0.20616568987	0.308907310916	0.168680695493	0.127590102267
i	0.00583982277623	0.016784878514	0.0231386183026	0.071728133609	0.23990024329	0.348205463639	0.218682338498	0.0757205197557
k	0.00250125032541	0.00946359250467	0.0140229387675	0.0677919445363	0.217156331097	0.34017248788	0.248109026166	0.100782464919
u	0.00357482097514	0.00762885683489	0.0109673462558	0.0551387228454	0.149170272032	0.27595849596	0.299897822055	0.197663684973
à	0.00472772082505	0.011534520945	0.0133143304186	0.0251516812818	0.0748738956773	0.223168101987	0.443962007352	0.203267741658
i	0.00298008870835	0.0126215806483	0.0139740734729	0.0175959394273	0.0592729945591	0.190549657329	0.553264322451	0.149741337219
m	0.00161313781612	0.00958912868277	0.0119398768243	0.0174747471424	0.055541830853	0.189044972443	0.556560477484	0.158235832406
è	0.00530911658537	0.0259988320276	0.0285823846081	0.0237140447141	0.074102546951	0.200973294148	0.521888052495	0.119431730802
r	0.00945737252846	0.0351068383425	0.0366411482027	0.0298124665714	0.0828780699837	0.179329771383	0.508323907498	0.118450413601
i	0.0117089331762	0.0233566367808	0.0243111894009	0.0258400338571	0.0548706663279	0.121018920461	0.383013972499	0.355879637867
</S>	0.0138832885881	0.0203312643904	0.0208830897005	0.0211463894286	0.037854956164	0.0876200402305	0.237525721249	0.560755238933
