 	forse	stanno	ancora	svegli	</S>
f	0.94511642	0.01911994765	0.005652604	0.020486349	0.0096247875
ò	0.954724706667	0.0207239512167	0.00476456922333	0.0106903802333	0.00909643242
r	0.938602735556	0.0513796107389	0.00257651423111	0.00424250464443	0.00319857387
s	0.809904011852	0.176637416913	0.00602182917704	0.00513117921481	0.002305494
i	0.490596328284	0.495469405638	0.00688114249235	0.00499463330494	0.0020584459
s	0.302645400428	0.679685121879	0.0113599264308	0.00461260100165	0.00169692196667
t	0.467272086809	0.48936320396	0.0299762471436	0.00922508600055	0.00416338732222
è	0.40095452227	0.55582620132	0.0304538223812	0.00804868546685	0.00471680987407
o	0.138794444423	0.812719157107	0.0428176634604	0.00313642262228	0.00253238829136
n	0.0745244384743	0.804626052369	0.108698916153	0.00461107720743	0.00753959199712
e	0.0520228706914	0.545788214123	0.386214538718	0.00606697843581	0.00990746313237
a	0.0225674014305	0.398384534708	0.554383412906	0.0185380585119	0.00612667537746
n	0.0631152371435	0.463231788236	0.380752247635	0.0327301821706	0.0601706026592
k	0.0947277490478	0.433427796079	0.272338835878	0.0488882913902	0.150617347553
ò	0.0558846298826	0.31667139536	0.323544401959	0.14861220913	0.155287369184
r	0.0318671444942	0.217470518453	0.388840730653	0.258095216377	0.103726389728
a	0.0280379948314	0.154264726151	0.527305540218	0.205108026126	0.0852837232427
a	0.0163409502771	0.11615362205	0.473309575073	0.325744969375	0.0684508937476
t	0.031304429759	0.147320840683	0.228915500024	0.481087643125	0.111371577249
s	0.0390052185863	0.128211308228	0.127870180008	0.506725147708	0.198188132416
ù	0.0171376687954	0.0630774034093	0.0844858500027	0.630964129236	0.204334954139
n	0.0229010248651	0.0587863204698	0.0854587966676	0.581714256412	0.251139634713
n	0.025493251055	0.0559466334899	0.0936835555559	0.458337708804	0.366538898238
i	0.00972816255167	0.0268112891633	0.087546756852	0.527588646268	0.348325176079
t	0.00471345108389	0.0329040623878	0.0770976506173	0.540883458756	0.344401392026
i	0.00294421907463	0.0345933375626	0.0610255145391	0.381420219585	0.520016707342
</S>	0.00164118340732	0.0208308519313	0.0486517937695	0.297046544793	0.631829603671
