 	mio	padre	ha	lavorato	sempre	</S>
o	0.98347887	0.010621049	0.0009034774	0.00173527909	0.001814807076	0.00144652918
c	0.824357523333	0.168467935667	0.00475773533333	0.000946433123333	0.000842740832667	0.000627691823333
i	0.526931321111	0.461057315222	0.0103858307778	0.000723809447778	0.000555925547556	0.000345881741111
ù	0.27698511237	0.711547238407	0.0107077730259	0.000323523382593	0.000251611804519	0.00018475667037
r	0.164028886123	0.811757539469	0.0205961987753	0.00263028008753	0.000312800943506	0.00067426415679
i	0.129297992041	0.692546579823	0.169473894925	0.00753786652918	0.000340075041169	0.00080364725893
m	0.0691000166803	0.576559143274	0.298832748308	0.0549636016764	0.00017520467039	0.00036937798631
m	0.0398488672268	0.531394821091	0.309585922769	0.118086273892	0.000176508053463	0.00090765488877
u	0.0354099094089	0.422710463697	0.424640764256	0.115636167964	0.000236903941154	0.00136583989626
è	0.0250225684696	0.259368491232	0.402507461419	0.311328465988	0.000543097803718	0.00122995329875
p	0.0154111938232	0.126132151077	0.29584184714	0.560824591996	0.000752474267906	0.00103773971292
o	0.0303180316077	0.098542394359	0.27678142238	0.583368030665	0.00343229252264	0.00755782978431
l	0.0328282677692	0.0826947407863	0.196916606127	0.669879356888	0.00596247717421	0.0117185707614
e	0.0377228064897	0.0699425595954	0.158184714042	0.630252385629	0.0670781140581	0.0368194550871
m	0.0389099046632	0.0688240658651	0.133436581347	0.56516497521	0.138235138019	0.0554293626957
i	0.0252940423877	0.0705492412884	0.127424463782	0.49931030507	0.168219392673	0.109202575232
m	0.0227464274626	0.0745806804295	0.119856443594	0.316149158357	0.318049740891	0.148617578411
m	0.0218793421542	0.0994525501432	0.0759380168647	0.194620205119	0.455871680297	0.152238232804
è	0.0235135663847	0.113798956714	0.0843051822882	0.159370267373	0.494613510099	0.124398540935
n	0.0326106544616	0.0848753389047	0.114123134096	0.237975092458	0.454081530033	0.076334261645
a	0.0338372261539	0.0597317243016	0.090282157032	0.193882102486	0.497139573344	0.125127195215
p	0.014923860518	0.0253023942005	0.0374825240107	0.0801310824953	0.695319377781	0.146840756738
à	0.00976777163933	0.0214270248335	0.0416470973369	0.0883683841651	0.718365092594	0.120424657246
n	0.0120772172131	0.0297402102778	0.0665507691123	0.129541781388	0.582613330865	0.179476705749
t	0.0120343944044	0.0272253184259	0.0670095197041	0.169989160463	0.421269693622	0.302471921916
a	0.0092156906348	0.0178697968086	0.043530774568	0.143150769488	0.373105537874	0.413127427305
</S>	0.0069888615674	0.0127581219043	0.025686159284	0.077096318744	0.411484753937	0.465985763652
