 	il	muro	vuole	uno	specchio	</S>
o	0.97821428	0.015889012	0.001412771075	0.0016021213045	0.0013643961715	0.0015175364585
t	0.777429426667	0.20250579	0.0151631067417	0.000942721071167	0.0008512374715	0.00310777579183
ì	0.402046387556	0.569261663333	0.0236493972472	0.000727877647056	0.000684692191167	0.00362997789894
c	0.188615974519	0.705017754444	0.104287026416	0.000488495039019	0.000308686347722	0.00128202277131
h	0.11842425484	0.558846651481	0.319991675472	0.00168977971301	0.000256491465907	0.000791106360437
o	0.0997765266133	0.565099750494	0.332380688491	0.00195491758767	0.000205124515302	0.000582970134479
t	0.0771890815378	0.519024126831	0.40181277283	0.00108827551256	0.000323533855101	0.00056221695916
è	0.0466438181793	0.29959443561	0.649707670943	0.00285217283752	0.0004565955417	0.00074531970972
l	0.0475522970598	0.19372381187	0.749837580314	0.00694839121251	0.0010732545139	0.000864707526573
i	0.11027973002	0.189396393957	0.566965010105	0.125711718904	0.00420030450463	0.00344688824219
n	0.12414550334	0.190064182652	0.423187720035	0.244745919635	0.0119265435015	0.00593013241406
a	0.0621585934467	0.114612196217	0.340655287345	0.448767939878	0.0274754478338	0.00633052830469
n	0.0345208668156	0.063575548739	0.153172629782	0.675786399959	0.0644458739446	0.00849867226823
g	0.0217113869385	0.043405742913	0.0899396222607	0.64767335332	0.0979383646482	0.0993315150894
h	0.0178761373128	0.0365306873043	0.0447153767536	0.53905058444	0.217917921549	0.143909283696
i	0.0135725349376	0.0303820941014	0.0362428315845	0.525286848147	0.31529957385	0.0792161178987
a	0.0102123804792	0.0200620260338	0.0352830861948	0.465557069382	0.424612024617	0.0442734394662
l	0.0090189798264	0.0203097490113	0.0366983030649	0.281796663127	0.584647708206	0.0675286253221
ì	0.0379095196088	0.0521412146704	0.187575342022	0.183647587709	0.445433594402	0.093292721774
</S>	0.0645641048044	0.0794983973352	0.335174291011	0.168341733855	0.271271284701	0.081150145887
