 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.90402475	0.08974655125	0.00245298475	0.000310699809	0.00108483877	0.000205911733	0.0017688657395	0.00040538948925
s	0.953657993333	0.0323019736833	0.00327548025	0.00154909574233	0.00122440017	0.000514965926333	0.0013547344395	0.00612134498925
ò	0.892078104444	0.0820182003278	0.01278995325	0.00197624807744	0.00126386608467	0.000621513895444	0.00122197691783	0.00803008951708
z	0.806519154815	0.131363208443	0.0449626550833	0.00402989535581	0.00374906635622	0.00296131231848	0.00194662837728	0.00446801635969
i	0.625256611605	0.269348297814	0.0868606363611	0.0047443374186	0.00458026170541	0.00373757306749	0.00219523799243	0.00327703467523
m	0.385506083868	0.320518415938	0.285399666787	0.0023138445062	0.00284846185514	0.00130794263383	0.000859483504143	0.00124609784708
i	0.221200327956	0.186805348646	0.585298108929	0.00262212516873	0.00255145735171	0.000551636627943	0.000401879590714	0.00056906657536
m	0.109991931652	0.119125236215	0.761106969643	0.00613950748958	0.0028086578839	0.000285971072648	0.000218475832905	0.000323177774787
i	0.067717276884	0.0804950487383	0.831354656548	0.0158958704965	0.0039236877613	0.000208510487549	0.000158125712635	0.000246765705929
l	0.072055419628	0.0735357795794	0.792086152183	0.0337487208322	0.0174383504871	0.00073315289585	0.00281510561921	0.00758729065964
ì	0.0935375252093	0.0860428131931	0.612817817394	0.170562167944	0.0223597090624	0.000889601588617	0.00370697170974	0.0100834021965
s	0.0710098670698	0.088861805731	0.581942252465	0.230497787315	0.0208928012541	0.00108492221954	0.00188001810658	0.0038305558755
i	0.0565369103566	0.067720056577	0.486185840822	0.354910647105	0.0301208170847	0.00145688450651	0.00127584329553	0.00179300157183
a	0.0471953736189	0.042365954359	0.207645430274	0.590202049035	0.109567032362	0.00167883466884	0.00046916076851	0.000876166303943
t	0.021042936373	0.0185023456197	0.0845936060913	0.532080939678	0.339752580787	0.00195383525628	0.000414358132837	0.00165940463465
s	0.0142859591243	0.0125292495399	0.0446755863638	0.341219799893	0.577088803596	0.00433914628543	0.00273718814428	0.00312426807822
è	0.0265371737081	0.0155785528466	0.0382231737879	0.345287996631	0.532193444532	0.0324006084285	0.00416831091476	0.00561070435941
t	0.027284390436	0.0174070199489	0.0342641062626	0.486139175544	0.378027684844	0.0469323241428	0.00407412217159	0.00587110668647
ù	0.015785264012	0.0145663641496	0.0262295377542	0.411334648515	0.451662034948	0.0698822893809	0.0052998281572	0.00523996879549
o	0.011187688904	0.00978530334987	0.0140540252514	0.206717317172	0.500224678316	0.24322321646	0.00819173048573	0.00661599366516
m	0.00475477233467	0.00774977571662	0.00928142141713	0.100037640057	0.495275579439	0.35977059882	0.0110747526619	0.0120554112884
e	0.00646097357822	0.0177266890389	0.012161950139	0.0786339433523	0.389228983146	0.417415226273	0.025893095054	0.0524791037628
t	0.00852689595941	0.0201381522796	0.0125030473797	0.0718186877841	0.259568184382	0.478680862091	0.082568555018	0.0661955962543
i	0.00786414808647	0.0122647636932	0.00985884129323	0.0497556162614	0.195704846461	0.46755452403	0.159188985006	0.0978082804181
n	0.00784486189549	0.0092020013644	0.00785840806441	0.0350625414205	0.12189152382	0.377981724677	0.325440185002	0.114718773473
A	0.00738819416516	0.0148415135881	0.0095818911548	0.0434229628068	0.116078141273	0.250915524892	0.484032028334	0.0737397478243
n	0.00612347338839	0.020810720196	0.0142549090516	0.0600301942689	0.0950600437577	0.183399653297	0.490093496111	0.130227522608
n	0.00441124079613	0.024231617732	0.0158647450172	0.0597360490896	0.127575031253	0.133722421432	0.38861051537	0.245848404203
a	0.00397824636538	0.021275143244	0.0116919230057	0.0387347816965	0.111786713418	0.107531660811	0.38330151179	0.321700031401
</S>	0.00396828283269	0.011789796622	0.00739988700285	0.0221506573482	0.059648966209	0.0929057979055	0.458993320895	0.343143295701
