 	io	non	ho	cosa	da	mangiare	</S>
e	0.75758995	0.23647119535	0.0012753919	0.0011781925	0.0015670018085	0.000358246762	0.001560073025
v	0.898968016667	0.0839317260167	0.0109151373	0.00456874773333	0.0006622333085	0.000190411185333	0.000763840858333
ò	0.670226572222	0.299296266006	0.0230993237667	0.00638100834444	0.000368634738167	0.000137975473778	0.000490307809444
e	0.358192410741	0.555521192002	0.0592912032556	0.0255048022148	0.00107133674806	0.000102676139926	0.000316426803148
n	0.21592154158	0.401815104001	0.316393757752	0.0606646420716	0.00266266881602	0.000638327863309	0.00190400157772
è	0.12264229186	0.341022971334	0.465028872584	0.0599351093572	0.00526388640534	0.00117974095444	0.00492714552591
c	0.08310260562	0.304548827111	0.483140277528	0.114031970452	0.00977259396845	0.00100692782815	0.0043967844553
h	0.0472758528733	0.14344514237	0.465668959176	0.294197236817	0.0430804688228	0.00171427805272	0.00461805209843
o	0.0403916222911	0.0869680474567	0.330678779725	0.447302832272	0.0858435662743	0.00312054195091	0.00569460579948
t	0.0308035836637	0.0406966368189	0.229733689908	0.582561574091	0.107103662091	0.00315236138364	0.00594849303316
i	0.0181228011212	0.0304906999396	0.111799712303	0.47809999803	0.316675467364	0.0360407075279	0.00877063601105
è	0.0160789167071	0.0321612206465	0.0504838154343	0.209734962677	0.628607822455	0.053934281176	0.00899900657035
n	0.0136739262357	0.0240645328822	0.0334048828114	0.180107387559	0.705930240818	0.0344014437253	0.00841760075678
a	0.0126487802452	0.0167377089607	0.0281893766038	0.152811855853	0.522112900273	0.250183170575	0.0173161895856
f	0.00960952248173	0.0112385933202	0.0174491272013	0.0718270986177	0.398505626758	0.454218766858	0.0371512681952
à	0.0241680043939	0.0352627421067	0.0296093944004	0.0652963995392	0.397746582253	0.400184188953	0.0477327010651
o	0.0294893643313	0.0546406940356	0.0327376934668	0.0549124758464	0.301864114084	0.361632396318	0.164723255355
</S>	0.0173876724656	0.0473561770178	0.0204197587334	0.0381116319232	0.232756837042	0.361302298159	0.282665627678
