 	il	ladro	è	entrato	da	qui	</S>
o	0.978054285	0.00989915	0.001522510345	0.00135329695	0.0006934851235	0.007160301395	0.001316975483
l	0.826769628333	0.151303817	0.00672157791167	0.00879134855	0.000550169556833	0.00298985842833	0.002873616883
à	0.493474209444	0.444085842333	0.0387985133039	0.0181285425167	0.000501862508944	0.00161214559278	0.00339889988433
d	0.264054839815	0.621584660778	0.0733795931013	0.0387748608389	0.000392349479648	0.000623014760927	0.00119068014944
r	0.201045936605	0.614628653593	0.0858949077004	0.091903123613	0.00429806317988	0.000874949866976	0.00135434824781
o	0.145944851535	0.522289851198	0.225069649233	0.098961816871	0.00542185964329	0.000921938214659	0.00139004160927
i	0.0765532625117	0.374669000399	0.337249183078	0.205058374624	0.00516227446443	0.000565340513886	0.000742629429757
m	0.0414835388372	0.2118959568	0.243419877693	0.491449284875	0.00804817515481	0.00166126775463	0.00204197094325
b	0.0353794466124	0.141740492267	0.139431420564	0.633466828292	0.0353863620516	0.00400269035154	0.0105928106478
ì	0.0545996772041	0.144644717422	0.143452524855	0.544446422764	0.0949477593505	0.00432164861718	0.0135872832159
k	0.0557425247347	0.115899946807	0.142441618285	0.571411744255	0.103518219117	0.00425908587239	0.00672689137197
e	0.0414603339116	0.070548009269	0.083477931095	0.466333738085	0.307648152372	0.0147558766241	0.0157759920907
a	0.0267716486372	0.038451483523	0.043031307565	0.174797852362	0.668028004124	0.028689738208	0.0202299723636
p	0.0112763867124	0.016896030941	0.017416094055	0.0769640711207	0.680494801375	0.174286868736	0.0226657337879
ò	0.0103123720708	0.014443471647	0.013906354685	0.0464430043736	0.442954833792	0.423119612912	0.0488203372626
t	0.0105394328903	0.0163881642157	0.0168710735617	0.0387831481245	0.359442064597	0.478552970971	0.0794231470875
t	0.00703718649677	0.0132361600719	0.0142546705206	0.0349218447082	0.357830248199	0.377436980324	0.195282899029
u	0.00580045069892	0.00885108502397	0.0085154084402	0.0186731808027	0.2378479794	0.333752766775	0.386559106343
</S>	0.00525571314946	0.00730789351198	0.0057715596201	0.0127878662514	0.1538566747	0.338985808388	0.476034483171
