 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.95391362	0.0244787795	0.0075855186	0.006254962835	0.004605281575	0.00170138735	0.0014604216
t	0.914302406667	0.0556303265	0.00869464753333	0.00915488427833	0.005632301925	0.00170670765	0.0048787166
e	0.698277212222	0.281676442167	0.00445566830444	0.00615364161291	0.00318251967033	0.000960761874667	0.00529374549633
k	0.395998914074	0.593061197389	0.00398845802815	0.00241661292444	0.00127620171878	0.000446776829556	0.00281184332844
a	0.247299261358	0.741168215796	0.00745080647605	0.00117254356515	0.000648882865593	0.000276775025519	0.00198351662991
m	0.217937750453	0.760004088599	0.0195149861587	0.00102213987872	0.000549716661198	0.00022258911084	0.000748717140403
m	0.228791853484	0.5394438862	0.209957992053	0.0150865379262	0.00422944383373	0.000266366153613	0.00222393799013
è	0.175910684495	0.4182611054	0.377925994018	0.0194689512754	0.00525171562791	0.000284788334538	0.00289677734338
n	0.155303374832	0.415798165133	0.413007514673	0.0106319353918	0.0028551085593	0.000446167491513	0.00195773496113
i	0.155788511611	0.302120948378	0.528079204891	0.0101275967973	0.00207995663643	0.000387558740504	0.00141619865838
s	0.0856358103703	0.194106617793	0.699315068297	0.0188050209324	0.00114440039548	0.000259186976835	0.00073385935746
t	0.0403183332901	0.144283414264	0.731741989432	0.0773709883108	0.00287640686516	0.00192653615895	0.00148229285249
o	0.0519549177634	0.169977988088	0.605395073144	0.161762179437	0.00657359028839	0.00243769925632	0.0018985584175
g	0.0487184459211	0.170531236029	0.500305711048	0.258190646479	0.0179262250961	0.00142911195544	0.00289866933917
i	0.0259604236404	0.287839225343	0.342617650349	0.29774157216	0.038805506032	0.00128643661848	0.00574922661306
a	0.0200957388801	0.324698048448	0.224409480116	0.377043967387	0.0472164896773	0.00089258190616	0.00564374187102
r	0.0140593316267	0.178451883816	0.181726831372	0.556076609129	0.0485761832258	0.00449884570205	0.0166103452903
d	0.0133093022089	0.184068802272	0.115247061791	0.483234523043	0.152936604409	0.013275941234	0.0379277834301
ì	0.0147652547363	0.209817252757	0.12181269393	0.425865481014	0.183509478136	0.0127771931447	0.0314526793767
n	0.0139966412454	0.120069252919	0.144801845977	0.607818313671	0.0959473193787	0.00596736734823	0.0113993217589
o	0.0135425770818	0.0577805343063	0.0926720233257	0.623026844557	0.199371743126	0.00517836184941	0.00842799431963
s	0.0101716537939	0.0316440814354	0.0510445557752	0.520873911519	0.369004831042	0.00788332311647	0.00937766050654
t	0.00545514069797	0.0319140528118	0.0479406649251	0.405011660506	0.484081993681	0.0145961433722	0.0110002982355
o	0.00589787723266	0.0315051906039	0.0387257673084	0.288963663502	0.571998597894	0.0328822674574	0.0300266107452
c	0.00470731686089	0.0168941137013	0.0216026526028	0.218062777834	0.542590232631	0.134545101152	0.0615977735817
ì	0.00488197673696	0.0190316647338	0.0253046290343	0.163204312611	0.560858277544	0.169592603717	0.0571264735272
p	0.00592071997899	0.0217531709113	0.0282451026781	0.13135649087	0.657204905848	0.114888079239	0.0406314791757
o	0.005261101393	0.0151160506371	0.019444703226	0.100964283623	0.525668971949	0.20021594108	0.133328915392
</S>	0.0059067266965	0.0128876528185	0.015292118613	0.0891214018115	0.366399970974	0.28740905554	0.222983047696
