 	nella	pasta	vuole	sale	</S>
s	0.9599908	0.01749103325	0.009864342	0.01059195775	0.00206180435
t	0.959889013333	0.01993306175	0.00743625773333	0.00961958881667	0.00312202411667
i	0.961467451111	0.0253294269167	0.00488781002444	0.00567500657222	0.00264024912422
p	0.88575235037	0.0767749979722	0.0172844230548	0.0172728870907	0.00291527289341
à	0.561870734457	0.376209265991	0.0366508846849	0.0217668792302	0.0035022266978
s	0.228593595819	0.568153881997	0.187292653562	0.0138038366101	0.0021560197326
t	0.11140092294	0.379545997332	0.425279104521	0.0788591632034	0.0049148234442
a	0.06217722798	0.413259575777	0.402790438174	0.114176714401	0.00759607131473
t	0.03286411596	0.385804995592	0.486459769391	0.087555021467	0.00731610993824
è	0.01429162462	0.151990036531	0.73597384313	0.0903131771557	0.00743132897941
l	0.0112979882067	0.0795269905103	0.763439081043	0.125982205719	0.0197537303265
i	0.0271852907356	0.0624631008368	0.518220600348	0.28571778524	0.106413241442
à	0.0292661811785	0.0489576482789	0.228035303449	0.570318928413	0.123421980814
l	0.0128565241928	0.023797117093	0.156478617816	0.738844956138	0.0680228006047
a	0.0188321742643	0.026955544031	0.112405360605	0.559866332046	0.281940573535
</S>	0.0282300321321	0.0348761600155	0.0713540823025	0.371557866023	0.493981836768
