 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.92830539	0.06867409285	0.000509846175	0.00066512184	0.000744744423	0.0007373440465	0.0003633596725
m	0.8153888	0.177638934283	0.00553591859167	0.000414740986667	0.000439407456333	0.000413682703167	0.0001684722225
à	0.532532346667	0.456195564761	0.0101519751972	0.000340099134222	0.000351686805444	0.000318408067722	0.0001098970075
k	0.279440785556	0.703990078254	0.0140734997324	0.00116603043674	0.000764818488481	0.000236821779241	0.000327988095833
i	0.227693421852	0.711692166085	0.0574123815775	0.00165084762558	0.000941609879494	0.000215270486414	0.000394366537944
n	0.189850990617	0.642172718695	0.160860507193	0.00472062932186	0.0014036211765	0.000273490542138	0.000718077698648
a	0.147847166872	0.495039999565	0.344154902398	0.0101908159406	0.00166439895883	0.000276734808046	0.000826023924883
t	0.102966499291	0.323135833188	0.547318134133	0.0236475809802	0.00169458621961	0.000387190363349	0.000850202366961
è	0.050080949097	0.216211174396	0.686446131378	0.0436799156601	0.0021908058732	0.000422936182783	0.000968078015654
l	0.0327417470323	0.134129044799	0.736238717126	0.0932682298867	0.00272624765773	0.000271373289261	0.000624642398551
i	0.0380619773441	0.0908808415997	0.556308919042	0.297665756629	0.0157932444526	0.000254329219754	0.00103494763285
s	0.0358452531147	0.0689606605332	0.350111009681	0.515301958876	0.0269038301509	0.000962318263251	0.00191497741095
t	0.0237324140382	0.0813082001777	0.29871313656	0.546632706292	0.040798638717	0.00520579908775	0.00360907787032
i	0.0236461186794	0.0791277720592	0.202512592187	0.511216215431	0.172746199572	0.00625898112925	0.00449205082344
a	0.0159218049598	0.0385701750197	0.0973744690623	0.555516975144	0.285118059857	0.00403441847642	0.00346403407448
m	0.0071290298866	0.0216326100066	0.0546219320208	0.670211415048	0.229709209952	0.00483072615881	0.0118650479582
m	0.0097349244622	0.0772221326689	0.0573127746736	0.577178388349	0.215753819984	0.0268924087196	0.0359054993194
è	0.0140127091541	0.108577686556	0.0953421615579	0.408098262783	0.296771543328	0.0426481782399	0.0345493805398
n	0.0151440123847	0.067109497852	0.0949332318526	0.426218344261	0.347506487776	0.03331548608	0.0157728942799
i	0.0147480964616	0.0388222671173	0.0537728896175	0.343323448087	0.480189452592	0.0467047020267	0.0224391514266
a	0.00950186682053	0.0186455268058	0.0272551438725	0.169074722696	0.672476484197	0.0757465186756	0.0272997714755
t	0.00421103944018	0.0107702305353	0.0169424072908	0.102422124232	0.577304754732	0.266458720892	0.0218907551585
t	0.00261599721339	0.0122132028451	0.0144976900969	0.0965748460773	0.378887844911	0.449434220297	0.0457762153862
o	0.0028934676378	0.0116011990484	0.0124202135323	0.0854464656924	0.319167908304	0.433412880099	0.135057885129
m	0.00255040057927	0.0066665696828	0.00732552947743	0.0522054775641	0.225988562768	0.5522261567	0.153037316043
e	0.00202115072642	0.0066038591276	0.0130990726258	0.039807011188	0.187109727589	0.562965875567	0.188393296348
k	0.00231016640881	0.0069047916092	0.0154633792753	0.0351947900627	0.155475483863	0.592232525189	0.192418858783
k	0.0021881073696	0.00500215256973	0.0078668608251	0.0242603490209	0.110888535954	0.705354375063	0.144439629594
à	0.00424940468987	0.00808352698991	0.0174646596084	0.0506564643403	0.136521318651	0.623345648354	0.159678999865
n	0.00694998322996	0.01356734233	0.0256661322028	0.0682569394468	0.132622162884	0.568375619451	0.184561836622
i	0.00610327717665	0.01189711231	0.0169262578676	0.0463534441489	0.101281537628	0.505034179817	0.312404192207
k	0.00381341342555	0.00756897583667	0.00964706965587	0.037973586383	0.0762899512093	0.522825319939	0.341881694069
o	0.00302978954185	0.00616393204556	0.00729270331862	0.0353315911277	0.0706020344031	0.507095306646	0.370484668023
</S>	0.00302512197092	0.00485827037278	0.00630501845931	0.0302369560638	0.0696344252015	0.427725203323	0.458215034011
