 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.83366138	0.1607810264	0.00254113859	0.00038048547	0.001027476435	0.000235671855	0.000668965977	0.0002255040615	0.0004783799995
j	0.585614603333	0.410317465467	0.00135676572333	0.00041614034	0.000814816601667	0.000149184618333	0.000770469577	0.000119034164833	0.0004415808995
i	0.371388101111	0.624652461822	0.00135192294111	0.000442300114667	0.000737472147222	0.000111444556778	0.000804609173	8.36911972777e-05	0.0004280125385
n	0.292982327037	0.688466270607	0.00224731688037	0.00169624145956	0.00661555162907	0.000547369179593	0.003397309505	0.000245064838093	0.00380250068483
è	0.201555079012	0.753198503536	0.0238386716268	0.00245706005319	0.00876890290969	0.000690043628864	0.004261804465	0.000300300042031	0.00492957519061
k	0.147684706337	0.794069881179	0.0464406905423	0.00244098991773	0.00416395793656	0.000847339778621	0.00211257305167	0.000193185636677	0.00204666689254
a	0.128154675446	0.592285320393	0.269825616847	0.00361496277258	0.00254600383219	0.000918044432874	0.00139885076589	0.000173326036892	0.00108321667451
p	0.0810429508153	0.426243886798	0.469642752282	0.00893455572419	0.0093301971974	0.000405181067625	0.0038396812373	0.000105679940297	0.00045515312517
u	0.0417184509384	0.352515082266	0.560605830761	0.0274407592414	0.0124801649325	0.000247742635875	0.0046829340091	6.51821854323e-05	0.00024388267689
l	0.0288101666461	0.251895537422	0.61932577692	0.0528478060805	0.0329938298442	0.000655076575292	0.0116234077664	0.000129323657144	0.00171907780413
i	0.028986857882	0.208157109141	0.522196832307	0.183024180027	0.0401117156814	0.00105898547176	0.0140941756221	0.000153412920381	0.00221676425404
z	0.0302004386273	0.16045694638	0.504441737436	0.239668760009	0.0430835759605	0.00207811307059	0.0150069292407	0.000177654624794	0.00488587573735
z	0.0327997845424	0.14587358546	0.420459062479	0.233297913336	0.13063767032	0.00358594785686	0.0259865597469	0.000371907918265	0.00698757824578
è	0.0290769058475	0.0980175311533	0.300308457493	0.404799481112	0.139975975773	0.00409056595229	0.0197118599156	0.000367369836088	0.00365186386526
i	0.0173733662492	0.0550388107178	0.262708505831	0.554916143704	0.0877832429243	0.00752720281743	0.0130259329719	0.000181272137029	0.00144554095509
o	0.00924311404973	0.0606833212393	0.21211514861	0.551565897901	0.128298862975	0.0191830459391	0.0179704409906	9.60504906763e-05	0.000844137848363
s	0.00705977554991	0.0634370344131	0.129801405537	0.447667662634	0.308463314325	0.0209233618797	0.0215952116635	0.000145829110225	0.000906392729454
p	0.00643363004997	0.108608712138	0.067908237179	0.300137680878	0.424412271442	0.0352739938599	0.0498547762212	0.00211359852008	0.00525708737648
ì	0.00807713501666	0.124240372713	0.060036338393	0.288767490293	0.379860547147	0.0739439479533	0.0558838975737	0.00276322792336	0.00642704645216
t	0.00767658383889	0.0592733042377	0.043467083131	0.278688836764	0.476833772382	0.0923549526511	0.0379189980246	0.00139006419112	0.00239637376405
i	0.010709619113	0.0350991840792	0.031363591377	0.161479848921	0.431738867461	0.269516664217	0.0530653793415	0.00264689386371	0.00437990487468
o	0.0108601698043	0.0249545860264	0.0231148592257	0.0927237579737	0.20560513582	0.428438378072	0.20328371978	0.00486290672124	0.00615649335823
à	0.00609913980143	0.0311050086755	0.0231614591752	0.0554292186579	0.16168053194	0.347015966024	0.365654026593	0.00607183987375	0.00378284505274
n	0.00476807093381	0.0345200685585	0.0249542707251	0.041559105886	0.19658717398	0.270284718675	0.416796808864	0.00821382282458	0.00231599225091
t	0.00340913941127	0.0223928395195	0.018855117575	0.033929848962	0.155298341327	0.251091512892	0.486678249621	0.0202819236082	0.0080630584503
r	0.00285985817042	0.0240789931732	0.0183130141917	0.0387280079873	0.125751410442	0.253521257631	0.48912349654	0.0240018735361	0.0236220734834
e	0.00550986922347	0.0226996703911	0.0159458957306	0.0339953526624	0.104064817481	0.197344552544	0.323160355513	0.234631669179	0.0626477888278
p	0.00590575992116	0.015843031797	0.0104413905769	0.0186446809875	0.0597869514937	0.108603122848	0.348782508504	0.343022519726	0.0889700279426
o	0.00515830382039	0.0132996799323	0.00821326285897	0.0143156730958	0.0438171914979	0.0790271729493	0.352313149501	0.324453603242	0.159401974314
d	0.00500682419346	0.0126197259774	0.00755341471966	0.0127968076986	0.0360113238326	0.0581210933164	0.230663063167	0.444816834414	0.192410921438
è	0.00500604331782	0.0145268889925	0.00969123633989	0.0188145398995	0.0353897196109	0.0595818121055	0.191561274389	0.476050004805	0.189378490479
g	0.00534332340594	0.0201611606642	0.0138341741133	0.0272834796332	0.0388020508703	0.0690823493685	0.161444654796	0.453574108268	0.21047473016
g	0.00336283670198	0.0274775055547	0.0178503487044	0.0310043775444	0.0444895562901	0.0643261097895	0.291037804932	0.328065126089	0.192386353387
h	0.00533378816733	0.0415105085182	0.0354283182348	0.0449317085148	0.05341273143	0.0768531032632	0.371574944977	0.206844828696	0.164110059462
e	0.00747836685578	0.0375744251727	0.0352971010783	0.0399199700049	0.0485989074767	0.0660494144211	0.244240059992	0.176343756232	0.344497991487
</S>	0.00749233562789	0.0232548660864	0.0218972150392	0.0255272087525	0.0285798242384	0.0450838672106	0.131487297496	0.165139833116	0.551537545744
