 	non	ho	cosa	a	fare	</S>
e	0.936890245	0.0199458836	0.0168076073	0.01276258725	0.00691511385	0.006678585
n	0.620073517	0.2435885412	0.0502489927667	0.0315032100833	0.0227511552833	0.0318346136667
è	0.370671011	0.444207893733	0.0619174625889	0.0347076940278	0.0324991420944	0.0559968018889
c	0.284591920333	0.487369011244	0.13275564753	0.0318515976759	0.0242653133648	0.039166483863
h	0.125537157778	0.397136407081	0.279983255843	0.0974298282253	0.0691877957883	0.0307255248543
o	0.071077151926	0.19534378236	0.415425001948	0.185460196075	0.102120858596	0.0305729536181
t	0.0357840673087	0.09900663812	0.400906630649	0.341457308692	0.0915837911987	0.0312615008727
i	0.0196569184362	0.0419506913733	0.221091654216	0.393802176231	0.2774336354	0.0460648812909
k	0.0162801558121	0.0214538821244	0.108061693405	0.37429967541	0.3787480918	0.101156476097
à	0.0256996289374	0.0208049143748	0.0718893224683	0.36009650847	0.3981187306	0.123390892032
m	0.0293086346458	0.0222620914583	0.0464694841561	0.326710442823	0.482865103533	0.0923842406773
i	0.0229261012153	0.0168477713194	0.029114213052	0.249625130608	0.389966617844	0.291520160226
</S>	0.0230198251077	0.0155525369097	0.021918889026	0.137240989804	0.309629623922	0.492638130113
