 	il	morto	si	piange	</S>
o	0.94834965	0.040690162	0.00347568862	0.00624308485	0.0012414245
a	0.716534673333	0.273577197333	0.00173523935333	0.00613387901667	0.0020189767
p	0.367691297778	0.590431432444	0.00337546995111	0.0335422301722	0.00495953676667
e	0.338599482593	0.599110820815	0.00700622265037	0.0483350133907	0.00694845498889
t	0.340367064198	0.532382360272	0.00998773988346	0.0707551711302	0.0465076703963
a	0.231021391399	0.607245663424	0.0236237766278	0.0791503623767	0.0589587955988
m	0.164510377133	0.693773404475	0.0323973942093	0.0818471927922	0.0274716263329
m	0.112601463711	0.617172318158	0.109382202403	0.124741857597	0.0361021577776
è	0.111718209237	0.582832706053	0.148941245801	0.113041327866	0.0434664839259
n	0.122785526412	0.561140695351	0.152926706934	0.128652277955	0.0344947879753
o	0.125946672137	0.426051331784	0.226461232311	0.194275229318	0.0272655396584
i	0.0779758419123	0.341455893928	0.220986657437	0.339636809773	0.0199448005528
k	0.0333022621708	0.249274034643	0.133098823479	0.509855216591	0.0744696858509
l	0.0188616699569	0.161910919881	0.0576096898263	0.56806940553	0.193548338617
è	0.0324105088856	0.144459941627	0.0928973942754	0.51070266851	0.219529519539
e	0.0356825508952	0.142629107209	0.118430958092	0.55048305617	0.152774326513
t	0.0150242352317	0.113297135736	0.0653138996973	0.583732118723	0.222632568838
e	0.00816870781057	0.110593365245	0.0340984542324	0.367632536241	0.479506916279
</S>	0.00518503750529	0.109169972623	0.0246205181162	0.22618786312	0.63483660814
