 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.77087894	0.1665533924	0.05471606265	0.004097963775	0.0016844211	0.00206915712
s	0.480656123333	0.443042587467	0.06880761355	0.00424576549167	0.00126284986667	0.00198499026333
o	0.257254271111	0.614686672489	0.124566037183	0.00198882869722	0.000764404002223	0.000739693779777
s	0.144183920704	0.473824387496	0.378959529061	0.00176652336574	0.000708051347408	0.000557548418592
e	0.099068470568	0.332819359165	0.56406244302	0.00281657618858	0.000723712039136	0.000509464568197
è	0.0965292885227	0.241146893055	0.645487581007	0.0155010355295	0.000872272303045	0.000462963974732
m	0.0493153826076	0.122425386018	0.767964060336	0.0580161998432	0.00154782580102	0.000731182004911
b	0.0217835559692	0.061698778006	0.703691176779	0.198279961281	0.0116536471337	0.00289289993497
i	0.0454857323231	0.0715367903353	0.446176935593	0.412607347094	0.0189275010446	0.00526569367832
à	0.060997237441	0.0771467587784	0.214026131864	0.616741352365	0.0261510456815	0.00493746039277
t	0.033390184647	0.0437402692595	0.126391921955	0.758032777455	0.0346451752272	0.00379966126426
t	0.0187404467157	0.0235497767532	0.096216971985	0.739600669152	0.0972830817424	0.0246090518548
i	0.0210018629052	0.0286421005844	0.063882932995	0.565824133051	0.262927683914	0.0577212706183
f	0.0159745124784	0.0250248389948	0.0418839463317	0.494250321017	0.361880877971	0.0609854928728
i	0.0133995073361	0.0173990057983	0.0283387151106	0.368157618006	0.465921892657	0.106783253624
n	0.0125391212354	0.0145310859661	0.0213840157035	0.254781717002	0.579764087552	0.116999968875
è	0.0089813702018	0.0101765536887	0.0163778639012	0.229033827334	0.679927919184	0.0555024742917
s	0.00822429413393	0.0089054389629	0.0148552816337	0.178370944111	0.698448706395	0.0911953384306
t	0.00426459477798	0.00464122882097	0.0103242652112	0.180413883037	0.559870875465	0.24048515281
r	0.00251497037933	0.00298100394032	0.00599577853707	0.158672206012	0.481841331822	0.347994720937
a	0.00417335924644	0.00488594754677	0.00647879931236	0.112655655171	0.434955763941	0.436850483646
</S>	0.00696171462322	0.00768492477338	0.00842864265618	0.0604094223355	0.40210461197	0.514410691823
