 	ho	rotto	una	bottiglia	</S>
è	0.946027975	0.037372162	0.0058293419	0.00531808935	0.00545249645
g	0.640324511667	0.345027597333	0.00561127296667	0.00391242164667	0.00512419858533
l	0.241958398556	0.751503715778	0.00330992855556	0.00147157697222	0.00175639224378
a	0.327925590852	0.667536131926	0.00310048155185	0.00075233555074	0.000685501704593
s	0.354472147617	0.639072007309	0.00501531365062	0.00085142978358	0.000589057211531
a	0.304124766539	0.596274719103	0.0971390485502	0.00152789519453	0.00093352867051
m	0.28584094828	0.344408669701	0.364638149517	0.00357244119818	0.00153980939017
i	0.130151152193	0.225811356567	0.624323736506	0.0117950458661	0.00791871599672
a	0.076701308531	0.102952173856	0.791349398835	0.0191146712887	0.00988247409891
b	0.0282673614437	0.0738522496187	0.833438812945	0.0313132220962	0.033128358133
u	0.0201619689479	0.0664627145396	0.643810850982	0.205199034032	0.0643654193777
t	0.0194406689826	0.0527804095132	0.539888696994	0.327113868011	0.0607763744592
t	0.0117074504275	0.0551528098377	0.569168992331	0.299013359337	0.0649574094864
ì	0.00744173190917	0.0333874299459	0.394831432444	0.502703543112	0.0616358958288
g	0.00516239093639	0.028408239982	0.209166785815	0.719831297704	0.0374313172763
l	0.00352108284546	0.0457985506607	0.196590525272	0.678970899235	0.0751189317588
i	0.00401761798182	0.0359714432202	0.155333038424	0.633761249745	0.170916587253
a	0.00362191779394	0.0201605897401	0.115326232808	0.635499083248	0.225392139084
</S>	0.00291484339697	0.0211326743701	0.129340466404	0.615721241624	0.230890784542
