 	la	casa	la	costruiscono	i	muratori	</S>
t	0.95792779	0.017516553	0.00300206725	0.007841144	0.00560560815	0.00650791035	0.00159887465
o	0.954148606667	0.0257866123333	0.00232977885	0.00675561886667	0.00519858200133	0.004675583555	0.00110525751933
s	0.749681902222	0.234463900778	0.00188563011667	0.00444045482222	0.00350690661844	0.00360350852333	0.00241777460911
p	0.500042210741	0.424030476926	0.0310886349722	0.0342522022741	0.00400384333948	0.00353211530778	0.0030505142697
ì	0.317768394914	0.583806468975	0.0508253286574	0.0423641047247	0.00243500914649	0.00155066806926	0.00125004164323
t	0.156508899638	0.768533476325	0.0516463415525	0.0202572025416	0.00129906294883	0.000929268523087	0.00082580883441
i	0.106601315213	0.564663462108	0.310714050517	0.0157183040139	0.00095351390961	0.000688125691029	0.000661255771137
t	0.0581631394043	0.310936570703	0.590551716839	0.0383310141713	0.00081106722987	0.000613216413676	0.000593280483379
o	0.0399211438014	0.192720772234	0.712077195613	0.0530946480571	0.000996348056623	0.000604965544559	0.000584911112793
f	0.0264554456005	0.114526816078	0.697783988538	0.157743529352	0.00131303733221	0.00087062862152	0.0013065022226
a	0.0266382188668	0.0921551786927	0.642719496179	0.232408353117	0.0031672187774	0.00110323707384	0.00180821940753
b	0.0257495765223	0.0574131188976	0.51072471206	0.393099101039	0.00547489345913	0.00328259685795	0.00425594986918
b	0.0299301414074	0.105282988966	0.249025470687	0.473612870346	0.0793803010197	0.0404024779526	0.0223657706231
r	0.0340284764691	0.130350656322	0.123474826562	0.461428093449	0.142196775007	0.0646992306509	0.043821973541
i	0.0407472694897	0.088189528774	0.188965525187	0.447086417816	0.159596196336	0.0388452648836	0.036569817847
k	0.0425081544966	0.0646373535913	0.224698371729	0.479460225939	0.137497576445	0.0245908532945	0.0266074872823
è	0.0283732291655	0.0487263011971	0.193375527243	0.55640520198	0.130696743148	0.0208267280982	0.0215963146608
o	0.0243280707218	0.0414225407324	0.220099765748	0.36418748066	0.315228997716	0.0201961543661	0.0145370151203
n	0.0176462072406	0.0299686179108	0.151261939916	0.285302546887	0.469631049239	0.0313481964554	0.0148414220401
e	0.0133872257469	0.0231314896369	0.0755108656387	0.217214583962	0.550149789746	0.106466472152	0.0141395333467
i	0.00759007501563	0.011799509979	0.0375600605462	0.0892921063207	0.631484786582	0.205597890717	0.0166755387822
f	0.00424635243854	0.014469847093	0.0230982711821	0.0793101854402	0.503197362194	0.337198256906	0.0384797222607
a	0.00500164501285	0.016747952231	0.0265543630607	0.0699876281467	0.316274157398	0.516598228969	0.0488360117536
b	0.00457005203762	0.009855620177	0.0225589303536	0.0470769710489	0.207922485799	0.660004336323	0.0480115899179
b	0.00444212774587	0.0153805226257	0.0196123884512	0.0446265963496	0.1393769986	0.655610128774	0.120951248306
r	0.00541382881529	0.0196778382086	0.0192908312504	0.0500700977832	0.108192342867	0.616849509591	0.180505549435
i	0.00552557193843	0.0129885145695	0.0145525851835	0.0420380047611	0.085027994289	0.674705569864	0.165161766478
k	0.00592594017948	0.0100453896898	0.0144896433945	0.040015672087	0.0704285064297	0.695439203288	0.163655695493
a	0.00576184425983	0.00876442572993	0.0144083227982	0.0406044146957	0.0688371784766	0.715542414429	0.146081457164
t	0.00834156041994	0.0254160630766	0.0176232365994	0.0484772922319	0.0975008408255	0.654118028143	0.148523017721
ò	0.0121932188066	0.0342505343589	0.0529852765331	0.085932115744	0.124767740275	0.543826632714	0.146044495907
r	0.0214805302689	0.030612621453	0.0728861108444	0.0837469555813	0.145667440092	0.521173810905	0.124432535302
i	0.0218844992563	0.026321231151	0.0431820546148	0.0482717395271	0.173819596697	0.480766560302	0.205754315101
</S>	0.0138060283782	0.0160463115755	0.0270592958074	0.0295212182635	0.195508468348	0.440915165151	0.27714349755
