 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.66073545	0.3347700105	0.00087272172	0.00025305487	0.000259200218	0.000208063144	0.00078471757	0.000299035626	0.001503565635	0.000314159281
v	0.850482383333	0.1337807405	0.00950976252	0.00257088265333	0.000356135831333	0.000431004597333	0.00120668287	0.000360984079333	0.00112326666833	0.000178182617667
ò	0.661535197778	0.314420840167	0.0169634375067	0.00340518605778	0.000373698433278	0.000495837458378	0.00132880882233	0.000376267547911	0.00097237967611	0.000128399669556
e	0.345528902593	0.615119726722	0.0331132451689	0.00471856169259	0.000246841320593	0.000191749435393	0.000477711996443	0.000147290797437	0.00040249418537	5.35075925187e-05
n	0.197684430864	0.501965245574	0.257541631723	0.0398860435642	0.00145175282686	0.000259134168464	0.000334972808814	0.000248953892479	0.00034240308179	0.00028547238984
ì	0.165174496955	0.355512018525	0.413864040574	0.0614117415214	0.00252926540895	0.000268062444155	0.000258846299105	0.00026675690316	0.00031539131393	0.00039945129328
m	0.131198960318	0.289983763842	0.474775743525	0.0996744725071	0.00285696626965	0.000379172322718	0.000327441375868	0.00027744348672	0.000331635564643	0.00019446008776
e	0.074665937106	0.147102195614	0.420654811175	0.347891357502	0.00785304168988	0.000606248910906	0.000401225168623	0.000299480508907	0.000433332831548	9.24243942533e-05
a	0.0476735823687	0.0885974518713	0.221727513725	0.615170485834	0.0245627765633	0.000741445086969	0.000620289832874	0.000235314122969	0.000555277587183	0.000115915823084
n	0.0279918037896	0.0475191089571	0.157354331242	0.613045885278	0.119154301521	0.00990666642899	0.00561018887762	0.00372444302766	0.00683400198239	0.00885930412769
k	0.0263439449299	0.0332653786524	0.101380088414	0.465626811759	0.317016470507	0.018036334143	0.00779386939254	0.00566616490922	0.0099156866608	0.0149552903759
ò	0.0272738206433	0.0334265008841	0.063094044138	0.371161187253	0.472518133502	0.0129609260477	0.00368687379085	0.00281079200307	0.0047804973036	0.0082872423253
r	0.0247963995478	0.030958435628	0.067449383046	0.376592919084	0.474547244501	0.0157248666826	0.00330377032362	0.00130480196769	0.0022941219512	0.0030280762851
a	0.0213468065159	0.0219640662093	0.064827382682	0.342104116361	0.517034814834	0.0260165765609	0.00315717033121	0.000842560875897	0.00138870667707	0.0013178336717
p	0.0153810066386	0.0139019266031	0.032962043894	0.22967853212	0.619361021611	0.068871961187	0.0102212231671	0.0018495003453	0.00669551081902	0.00107727075723
