 	tutto	il	cibo	vuole	girato	</S>
ò	0.89182475	0.0414248052	0.02128031325	0.0208480008825	0.016214112355	0.00840810515
l	0.93311655	0.0404664005333	0.00977990405	0.00783953154917	0.00569467939833	0.00310299879667
o	0.703591183333	0.280519268844	0.00881035815	0.00354809372972	0.00223864537611	0.00129254929556
o	0.327673430111	0.645078326281	0.02415658505	0.00176462178991	0.00087108623737	0.000456052836187
m	0.127587344037	0.697297962094	0.160434616017	0.0121135642633	0.000500970474457	0.0020656029664
a	0.0791309830123	0.529572937365	0.370958552006	0.0170652306211	0.000564153154819	0.00270817180547
r	0.0625917876708	0.359792809122	0.520988264002	0.0214624737404	0.00444516623161	0.0307194664185
ì	0.0858112525569	0.247971676374	0.576327044667	0.0406920759135	0.00785555974387	0.0413423671395
o	0.0879063601856	0.189661446791	0.543773271556	0.152487439971	0.00862923691462	0.0175422954465
t	0.0408095387285	0.13002629193	0.462325923852	0.34035999999	0.0135884839715	0.0128897978822
è	0.0224001175762	0.09206403231	0.314153757951	0.527127686663	0.0339201999905	0.0103342014941
l	0.0167764628587	0.0611466141033	0.185459185984	0.670197508888	0.0513957099968	0.0150245030314
i	0.0157955766196	0.0366903263678	0.106917617661	0.541242176296	0.260083947999	0.0392703220105
v	0.0109687324732	0.0194984867893	0.0445292793203	0.410564252099	0.456118539333	0.0583206753368
o	0.00696389275773	0.0120040812631	0.0225624888734	0.3346596907	0.541071436444	0.0827383551123
t	0.00593387255258	0.0105457155544	0.0178651872911	0.197372013567	0.683455145481	0.0848280117041
i	0.00449864525086	0.00849938575147	0.014501826097	0.133502195856	0.759545528494	0.0794524192347
m	0.00437397278362	0.00799006235049	0.0114403380323	0.0823529832853	0.696852356165	0.196990311745
m	0.00394870169454	0.0247010211168	0.0231840780108	0.0738651860951	0.555244232055	0.319056790582
è	0.00590348139818	0.0508470670389	0.0548643426703	0.0904761436984	0.551625724018	0.246283255527
n	0.0210367451327	0.0615340543463	0.0723817908901	0.135752067899	0.531480931339	0.177814423842
o	0.0274321357109	0.0468007971154	0.0523774099634	0.119318492633	0.433849510446	0.320221641281
</S>	0.0205982908555	0.0307223520577	0.0339144794817	0.0740409113165	0.401244520223	0.439479420641
