 	non	sapeva	dove	a	stare	</S>
e	0.88168855	0.11078404045	0.00197101505	0.001091163015	0.00249854495	0.00196672175
n	0.617478193333	0.36556190015	0.00260530551667	0.00237656827167	0.00528976185	0.00668829641667
ì	0.303447357778	0.676673473383	0.00354095330556	0.00254419307056	0.00598266328333	0.00781135770556
s	0.160632902593	0.819225707794	0.0114188074352	0.00184814587019	0.00314984049444	0.00372458303519
s	0.195772580864	0.683739035931	0.0830481811451	0.0175323751567	0.0112561268981	0.00865169091173
e	0.198994359288	0.584672178644	0.168497130382	0.0228418273856	0.0147934072994	0.0102010786706
r	0.103692544763	0.640757526215	0.202147340127	0.0245183914619	0.0169721714331	0.0119120262569
e	0.0714485155877	0.437846053405	0.429249223376	0.0276365458206	0.020723820811	0.0130959000856
p	0.0532738371959	0.186303622468	0.693957491125	0.0291686899402	0.0284196602703	0.0088767701952
u	0.0422632050653	0.0983685854893	0.719431580375	0.0744361859801	0.0547057477568	0.0107947252317
n	0.0335282418551	0.0633716231631	0.597853830125	0.17369672866	0.103027625919	0.0285219450772
a	0.0280593654517	0.0481995710544	0.391518723375	0.21628263622	0.27119423864	0.0447454733591
s	0.0256638091506	0.0386930483515	0.221302881125	0.31422349874	0.35959512288	0.0405216401197
t	0.0168436587169	0.0274163931172	0.119923185375	0.43190693958	0.362053434293	0.0418563923732
a	0.0124706085723	0.0145316830391	0.0590239247917	0.295433904193	0.554722711431	0.0638172041244
s	0.0108015791908	0.015909619013	0.0333877649306	0.150940149064	0.673965587144	0.114995331375
ì	0.0094375450636	0.0160951872377	0.0284261836435	0.110135066355	0.715331479048	0.120574557125
</S>	0.0080226670318	0.0116980474689	0.0281306268218	0.0792381881775	0.781212264524	0.0916982235625
