 	non	aveva	da	stare	</S>
e	0.900452325	0.0754946892	0.00355255955	0.0081921221	0.0123083618
n	0.582939284333	0.357946033067	0.00838469601667	0.0182959563667	0.0324340862667
ì	0.304347104111	0.609435844356	0.0191991093389	0.0276814987889	0.0393364730889
c	0.21155412637	0.697073848119	0.0477454464463	0.0217183931296	0.021908228863
h	0.0973128894567	0.548056729373	0.325136698815	0.0174175679099	0.012076159621
e	0.0532345794856	0.266086706458	0.649084166272	0.0205729633033	0.0110215973737
n	0.0304239781619	0.162397594486	0.738771935424	0.0478153434344	0.0205911414579
a	0.0246337127206	0.0852043978287	0.571514978475	0.277545296145	0.041101592486
s	0.0223583210735	0.0541938559429	0.345175772825	0.523657065382	0.0546149674953
t	0.0159762261912	0.0380316196476	0.249042037608	0.628491868461	0.0684582708318
a	0.0119701603971	0.0219352192159	0.137329519869	0.723803636154	0.104961498611
s	0.011695818799	0.020483366072	0.0984074139563	0.698676778718	0.170736629537
ì	0.0256519232663	0.0232568683573	0.119761574652	0.670746492906	0.160583126512
</S>	0.0377483196332	0.0215241806787	0.127219162326	0.702414696453	0.111093623256
