 	qui	dentro	vuole	un	tappeto	</S>
e	0.97358292	0.008332991	0.003168043115	0.001325029038	0.01202914354	0.0015619944535
t	0.927272793333	0.0577938753333	0.005641604115	0.000809291804667	0.00445767287333	0.00402483478683
t	0.773789984444	0.194478821778	0.013829139705	0.00330183290156	0.00290466555778	0.0116956095956
ù	0.570749961481	0.399376467259	0.0133284377683	0.00379469595052	0.00197574371926	0.0107747431752
m	0.336809660494	0.546881899086	0.109866826789	0.00191443540017	0.000886651539753	0.0036405692984
è	0.176528900165	0.611208253029	0.209018602263	0.00137434330006	0.000559734256584	0.00131022455947
s	0.102592116388	0.440773606343	0.453435160754	0.00171380510002	0.000620377028861	0.00086499911649
a	0.134475248463	0.291537974114	0.566939106918	0.00541885563334	0.000750005016287	0.00087884553883
t	0.143290027588	0.237180335371	0.609062868973	0.00867241421111	0.000727081145429	0.00106729071294
è	0.0734436089627	0.12053344579	0.752361959658	0.049347054737	0.00153349174848	0.00278046377098
l	0.0528595516542	0.09319686193	0.732888499886	0.112579244912	0.00411437524949	0.00436145585699
i	0.0424783015514	0.0715500556433	0.512948268295	0.347956804971	0.0102423014165	0.0148242477857
è	0.0429529211838	0.0543720885478	0.239794917765	0.610863588324	0.0332567658055	0.0187596678286
n	0.0240308142279	0.0341005758493	0.199657139255	0.686369266108	0.0444698466018	0.0113723028429
a	0.020342344576	0.0290895366164	0.144393003085	0.645111305369	0.135126351534	0.0259374419476
t	0.0186065512587	0.0239659272055	0.0895241830283	0.516590345123	0.310196557178	0.0411164239825
a	0.0122185414862	0.0163135317352	0.0667989313428	0.366167108374	0.470724102393	0.0677777746608
p	0.0095099606954	0.0118513295784	0.0338459731143	0.199161967791	0.652738334131	0.0928924382203
p	0.00538196976513	0.00817801752613	0.0326224187048	0.10608921893	0.596188011377	0.251540389407
è	0.00587464025504	0.00796526417538	0.0334429765683	0.0873851376433	0.578729737126	0.286602257469
t	0.00501204568501	0.00624120305846	0.0335002238561	0.100631505881	0.643705269042	0.21090972349
o	0.004298077995	0.00521144568615	0.0290169986187	0.092649848627	0.490399129681	0.378424464497
</S>	0.0048500302475	0.00531946534307	0.0172716383093	0.0669319293135	0.40954528984	0.496081632248
