 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.56574891	0.4308548727	0.001192358425	0.00049453492	0.00023292519	0.0010495863935	0.00042687943
p	0.286822853333	0.7059691909	0.00378637740833	0.00139747024	0.000950712153333	0.000702799926833	0.000370641733333
e	0.247042661111	0.7340399803	0.0154610544694	0.00155104631333	0.00112790368111	0.000595536978944	0.000181812713444
r	0.189184145037	0.7818546101	0.0252633874898	0.00179940000444	0.00096238289037	0.000598602696315	0.000337449270148
i	0.140530496346	0.6581828367	0.196156558497	0.00318893626815	0.000956339940123	0.000598763245438	0.000386062679049
k	0.123266454449	0.4878853789	0.374987632832	0.00900718088938	0.00191046625671	0.00161148016181	0.00133143748202
o	0.084566230483	0.383880752967	0.497008124277	0.0285280076298	0.0024061876189	0.00195862174894	0.00165207316601
l	0.0719796034943	0.209801127656	0.658054938092	0.0490215112099	0.00551144307297	0.00267680554465	0.002954533194
ò	0.0531269211648	0.137260802552	0.563036846031	0.232803022403	0.00738066592432	0.00292351132822	0.00346817301133
s	0.0413609479216	0.0761840048507	0.478898438677	0.392745190801	0.00712404254144	0.00207823728941	0.00160911261711
o	0.0400582035072	0.0587713189502	0.415188946226	0.468896280267	0.0137878115138	0.00191397976314	0.00138352497237
n	0.0376424339257	0.0476802866501	0.223827226742	0.661652126756	0.0260595341713	0.00169777372105	0.00144068915746
a	0.0317467590652	0.0400978158834	0.132170816914	0.692160792252	0.0976620730571	0.00253740757368	0.00362439401915
n	0.0296906332151	0.0383062656278	0.0837026273047	0.684183614084	0.153752234352	0.00475278652456	0.00561184723972
a	0.0224654535984	0.0309946138759	0.0570214574349	0.584704894695	0.284417924784	0.00933004884152	0.0110655769799
r	0.0202225586161	0.0291053099586	0.042838410145	0.396522398232	0.469879744928	0.0234534559472	0.0179781413266
è	0.0150426312887	0.0224297723195	0.0301551250483	0.298884842744	0.581951364976	0.0370988243157	0.0144374844422
t	0.0136173395629	0.0178360096732	0.0300687006828	0.222077364248	0.662099488325	0.0386846924386	0.0156164411474
s	0.00644839318763	0.00950570145773	0.0222810042276	0.167718901416	0.614909676108	0.0884618084795	0.0906745153825
i	0.00489881026254	0.00800138181924	0.0136321887425	0.088308116472	0.462174382036	0.21267062616	0.210314491794
à	0.00327822505418	0.00680415560641	0.0088170014475	0.0405272211573	0.274932910679	0.48379179872	0.181848690598
t	0.00157725363139	0.00453029400214	0.0130202910158	0.0464023747191	0.20182709356	0.589488762907	0.143153910199
s	0.00165078019046	0.00409616023405	0.0177377063386	0.0734118182397	0.241052827853	0.426373074302	0.2356776034
e	0.00175101319682	0.00382429784468	0.0114715369462	0.0556254000799	0.187293854284	0.436965204767	0.303068684467
n	0.00102171528227	0.00363169364823	0.0072398809154	0.0344674296933	0.104661106428	0.581235714922	0.267742474822
ì	0.000782860910757	0.00309268564941	0.0057705248718	0.0289168492311	0.073743214476	0.708750471641	0.178943424941
t	0.000930984936919	0.00338131328314	0.0095101540906	0.0333516427437	0.0626852791587	0.720207690547	0.16993296498
t	0.00115808381231	0.00310377729438	0.0120307196969	0.0425379569146	0.0883675917196	0.617735543516	0.23506634166
a	0.00154175213744	0.00370986739813	0.0079336142323	0.0298724796382	0.0828229979065	0.510849094505	0.363270213887
</S>	0.00167424696872	0.00493141484907	0.00639054211615	0.0204012838191	0.0584582299532	0.452564947253	0.455579356943
