 	non	ha	mangiato	mai	un	rustico	</S>
e	0.920615045	0.05652829885	0.00872227915	0.00794236425	0.002187847	0.00247205255	0.00153220918
n	0.612562293	0.252131569617	0.110357557383	0.0161031684167	0.00414895786667	0.00227500115	0.00242149329333
è	0.363164522333	0.398375599872	0.209158825794	0.0200215761389	0.00484010298889	0.00183898203333	0.00260039386444
c	0.285181698778	0.413399686624	0.263925691931	0.031446473713	0.00368379622963	0.000756410484443	0.00160627466148
h	0.139796751593	0.308299014541	0.425875033977	0.121105611238	0.00384488650988	0.000333679634814	0.000745050860493
i	0.074533812531	0.180495863847	0.544637211326	0.195260953746	0.00439285193663	0.000232772961605	0.000446554468498
f	0.0460885435103	0.147328061282	0.462210577109	0.322788381249	0.0176397119789	0.000713823953868	0.0032309534045
a	0.0364025518368	0.0817786614273	0.325418525703	0.523950227083	0.0273265376596	0.000901655164623	0.00422186541817
m	0.0288979536123	0.0482450291424	0.207144719568	0.663148922361	0.0426946628865	0.00383248586821	0.00603620908939
è	0.0274118865374	0.0507358640475	0.153351497523	0.676499597454	0.0787810476288	0.0057012842894	0.00751881566313
n	0.0370335505125	0.0595257513492	0.150002415841	0.652523909151	0.0917260625429	0.00531865996313	0.00386963118771
a	0.0327135448375	0.0474315051164	0.10294533428	0.52653427305	0.279689157514	0.00711227718771	0.00357389156257
m	0.0168921493792	0.0300560366388	0.0552722028933	0.337117627683	0.527512775838	0.0269254780626	0.00622373702086
à	0.0104299955597	0.0252818784796	0.0521192434311	0.274089382561	0.578268938613	0.0530103676875	0.00680018834029
i	0.0092714835199	0.0236898406599	0.055590899477	0.185628930854	0.660508529538	0.0562866092292	0.00902371944676
è	0.0077064701733	0.0127393633866	0.041864557159	0.108501236951	0.605089539846	0.21490491641	0.00919391138225
n	0.0114749803911	0.0123256127955	0.0444387367197	0.0956688256503	0.524009193282	0.299203148803	0.0128794800274
a	0.0135097264637	0.0148348969318	0.0380958122399	0.0892731318834	0.473193144427	0.320631689601	0.0504615816758
n	0.00903164105457	0.0125937527773	0.0243524741466	0.0682313686278	0.307787081476	0.498391876534	0.0796118018919
r	0.00456972401819	0.00538823472577	0.0109601407822	0.0428089242093	0.199259897159	0.622382192178	0.114630883964
ù	0.0050749944394	0.00554341990859	0.00860593726073	0.0237669914031	0.11226247672	0.573856197393	0.270889957988
s	0.00761070581313	0.0059952031362	0.0118866014202	0.0232348674677	0.0970863365733	0.523507832464	0.330678422663
t	0.00693410950438	0.00347715187873	0.0133398968067	0.0253831441559	0.116969265524	0.521732057488	0.312164367554
i	0.00508652586813	0.00353272529291	0.0107129441356	0.020590706052	0.0859615651747	0.397247019163	0.476868522518
k	0.00318890902271	0.00283429576764	0.00555812641187	0.013630521684	0.0437812763916	0.455897913054	0.475108964173
o	0.00259115620757	0.00269939072588	0.00423829630396	0.0133782795613	0.0332935861305	0.474955007685	0.468844298058
</S>	0.00316605300379	0.00374399906294	0.00503550915198	0.0135363787806	0.0301065120653	0.356628128843	0.587783429029
