 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.74998118	0.18336785	0.0422019295	0.0138719677	0.0023263477	0.00183119475	0.00212338463	0.001423319285	0.000508727855	0.00040971075	0.00054343469	0.000734126765	0.000676848995
n	0.49273651	0.200218633333	0.237930784167	0.0490061877	0.0097122903	0.00304739658333	0.00340484901	0.00140679302833	0.000543572305	0.000542412383333	0.000452973766667	0.000368314731667	0.000629315328333
ì	0.187417852	0.153373041111	0.436837061389	0.194739012567	0.0191145237667	0.00286120626111	0.00276677692333	0.000773604994443	0.000450104303	0.000517037338444	0.000372346284556	0.000202868195222	0.000574572302778
c	0.0827283766667	0.152069703704	0.511213030463	0.232029122856	0.0174979362556	0.00186541238704	0.00124509866111	0.000460845573148	0.000221172475667	0.000199502090148	0.000147884278519	8.6561833074e-05	0.000235327758926
h	0.0518621772222	0.183044254568	0.500560253488	0.242578179619	0.0180241870852	0.00198191469568	0.000936456287037	0.000434291727716	0.000205105635222	0.000106910980049	8.3347718173e-05	5.8367868358e-05	0.000124561710975
a	0.0357757920741	0.129950956856	0.474342107829	0.330280109873	0.0268104723617	0.00159482016523	0.000624589749012	0.000249957081239	0.000135711949674	5.70288500163e-05	5.30177927243e-05	4.61471164527e-05	7.93065988583e-05
n	0.022877264358	0.0596785542853	0.434033055943	0.405751653291	0.0715868407872	0.00249862522174	0.00155642773634	0.000462068052413	0.000461123051158	0.000273943256672	0.000298324280241	0.000188656791818	0.000333464718153
d	0.0180081031193	0.0362056834284	0.281580041981	0.483975417764	0.160868330262	0.0123212319739	0.00420820491211	0.000626582084138	0.000647299677053	0.000432768148891	0.00041733639008	0.000240251017273	0.000468762786051
ì	0.0186409557064	0.0240086441428	0.165509057327	0.366248359255	0.391527226754	0.0276290303246	0.00504549183737	0.000331125314713	0.000298027230018	0.000236147421497	0.000190786948693	0.000104036073758	0.000231134560684
s	0.0207972439021	0.0276953490476	0.111484003776	0.297552796418	0.505974495585	0.0297362194415	0.00455684647912	0.000641413458238	0.000437840487673	0.000416040982366	0.000303440728231	0.000161959265919	0.000242338942228
o	0.0201543739674	0.0299020200159	0.0804967709253	0.248853462139	0.384672211862	0.227814406814	0.00559350215971	0.000814613269413	0.000485900955558	0.000476299384355	0.00033743536441	0.000172810207773	0.000226161787076
n	0.0115675467225	0.015383369672	0.0402352193084	0.113725735046	0.451321307287	0.353184408938	0.0121601600532	0.000803248806471	0.000400209428186	0.000424465735018	0.00032995588647	0.000211961645058	0.000252423682025
t	0.0136656706408	0.0397581625573	0.0493885071028	0.116491179349	0.519416162429	0.232715656313	0.0163887600177	0.00219870150216	0.00180189199273	0.00266334779501	0.00226129096216	0.00199629653169	0.00125437786067
a	0.0147686448803	0.0475846252524	0.0546919723676	0.10729789345	0.41681285081	0.306504455438	0.0373219063392	0.00320432016739	0.00205577254024	0.00315465043667	0.00270236800172	0.0024514233989	0.00144912515189
i	0.00607495360343	0.0170223879741	0.0265262922892	0.04674491115	0.30595093027	0.505042085146	0.0840578954464	0.00415660282246	0.000854485142747	0.00113920371389	0.000949002024907	0.000849988359967	0.000631270892297
k	0.00364642897781	0.00756515458137	0.0120266889297	0.0204502783833	0.190242068423	0.552057651715	0.196171345149	0.0122720462742	0.000865527134249	0.00058231369463	0.000465655631636	0.000449637825322	0.0032052173741
i	0.00314592165927	0.00485674709379	0.00987085597657	0.0138520864611	0.108562806474	0.557454183905	0.25859876505	0.0378084650914	0.000900976611416	0.00035550586821	0.000284339490545	0.000304172632107	0.00400520204137
a	0.00156738320309	0.00239829849793	0.00655708965886	0.00898451232037	0.0702989728247	0.493388151302	0.363656381683	0.0480149306971	0.00205361757047	0.000604866399403	0.000485987396848	0.000353406734369	0.00163638834379
t	0.0023319433177	0.00268786849931	0.00462159141962	0.00670544694012	0.0566853616082	0.343848823767	0.521591737228	0.0430748385657	0.00491631419016	0.0015088664998	0.00140051719895	0.00151178544479	0.00911487486126
è	0.00273985403923	0.0029892508331	0.00600113690654	0.00814674098004	0.0568371825361	0.309092651256	0.510064605743	0.0814034205219	0.00583882473005	0.00147832613327	0.00150550919965	0.0020175053816	0.0118849719204
r	0.00202754147974	0.00317413794437	0.00837227120218	0.0104171763267	0.0543975248454	0.287605057085	0.408528585248	0.195527600174	0.0161933712434	0.00510011617776	0.00147116336655	0.0015658659272	0.00561959327347
a	0.00268004389325	0.00467198398146	0.00967714206739	0.0110687194422	0.0368764956151	0.182061281695	0.292694401749	0.393796416725	0.0511536137478	0.00866204605925	0.00174520732218	0.00138266057573	0.00352999215782
m	0.00225449209775	0.00372132429382	0.00640959352246	0.0071075049474	0.0178383215384	0.0793493148983	0.318022233916	0.390522868908	0.104866071249	0.0562921546864	0.00718158840739	0.00392826722524	0.00250621615261
u	0.00150049923258	0.00317506239794	0.00646392734082	0.0117355524491	0.0341257635128	0.0935113832994	0.296899484639	0.285055462969	0.132168690416	0.113287531562	0.0116106401358	0.00507180394175	0.00539413941754
t	0.00204045397753	0.00366750603265	0.00757022788027	0.0142200261497	0.0419271195043	0.1008506451	0.232100708213	0.266997774323	0.127000596805	0.153997683854	0.0224437787119	0.0128402355139	0.0143432131392
i	0.00195992810251	0.00281574827755	0.00522446679342	0.00759422091657	0.0200475525014	0.0494270503667	0.195976496071	0.249027448108	0.235783468935	0.168723074618	0.0297484812373	0.0176492195046	0.0160228242131
n	0.00186324384417	0.00243564079252	0.00407616499781	0.00502480437219	0.0112164215005	0.0287884481222	0.144280952024	0.228612569369	0.281494496312	0.199456828206	0.0459196647458	0.0285538778349	0.0182768819044
ì	0.00232094901472	0.00275447976417	0.00403184446594	0.00466079312406	0.00957005516683	0.0280489337074	0.132208834008	0.18965523979	0.276451888771	0.247598762735	0.0527075405819	0.0329184832783	0.0170722091015
