 	sta	e	dorme	nel	letto	</S>
a33	0.09872617	0.116426402	0.048557173	0.2567318135	0.0707917125	0.4087667045
a31	0.140278816667	0.251769847333	0.0525586696667	0.349517991167	0.06387574245	0.1419988875
a37	0.122143428889	0.251330442444	0.0443425892222	0.482472617056	0.0295844074333	0.0701264808333
a31	0.172103656296	0.206891644148	0.0213952280741	0.496286352352	0.0542700274778	0.0490530889444
a13	0.175328890765	0.247919194716	0.0199852630247	0.462366564117	0.0565503378259	0.0378497619815
a20	0.082778824255	0.188226891572	0.0201012793416	0.641663888039	0.0320493032753	0.0351798116605
a24	0.0544699634183	0.126553820524	0.0471425667805	0.66054756268	0.0930872530918	0.0181988354202
a28	0.0446461854728	0.136482996841	0.0673873442602	0.547633170893	0.194791617697	0.00905869180673
a31	0.103325892824	0.334570715614	0.0424668860867	0.331923114298	0.167229720566	0.0204836597356
a35	0.174668764275	0.545722325205	0.0226259920289	0.123999637099	0.0896977848553	0.0432854935785
a18	0.207252424758	0.575317325068	0.0154696546763	0.055691550033	0.0900518849518	0.0562171615262
a31	0.231457501586	0.471505941689	0.0276510882254	0.0520201313443	0.121815888317	0.0955494625087
a13	0.228347740529	0.366234950563	0.0494037894085	0.0724459991148	0.139700152772	0.143867397503
a39	0.208160200176	0.307522006854	0.0634307211362	0.0852201750383	0.168431417591	0.167235505834
a31	0.219987490059	0.255474272285	0.0693175517121	0.0910120370128	0.189507565864	0.174701091945
a21	0.22053625002	0.233651600762	0.083286273904	0.106129279004	0.179286685288	0.177109907315
a31	0.208130186673	0.210659096921	0.108224527968	0.124512366335	0.173027968429	0.175445855772
</S>	0.218818198337	0.202729828461	0.118761863984	0.126854378168	0.164417789215	0.168417947886
