 	mi	si	gonfiò	il	dito	</S>
a41	0.577418915	0.20030723	0.0112920769	0.101524577	0.0547438485	0.054713339
a20	0.719577821667	0.0957722889933	0.00484464404767	0.0685541699267	0.0695525115	0.0416985334
a39	0.691348017222	0.0327379998578	0.00168199039356	0.0271883122356	0.228420479167	0.0186231712
a31	0.452917239074	0.0119276882526	0.000672032907853	0.0603662054119	0.449528493056	0.0245883500667
a37	0.250994035025	0.00438881095087	0.000325964465951	0.073024150804	0.617759974352	0.0535070800222
a21	0.132215740342	0.00216353548362	0.00026644074865	0.035526020268	0.748539834784	0.0812884700074
a38	0.384192613447	0.00223076089454	0.00024505589955	0.0194499631893	0.532592511595	0.0612891555358
a18	0.762180057816	0.00259608143151	0.000160993156517	0.0104102473631	0.201102043765	0.0235506282786
a46	0.782340395939	0.122493483277	0.00109386823551	0.0068293719877	0.073210666155	0.0140322633262
a31	0.53274640198	0.218870817759	0.0042345470785	0.0484185459959	0.118112510385	0.0776171807754
a20	0.473869483993	0.17129969592	0.00986131869283	0.0666645746653	0.151584736795	0.126720160258
a46	0.455684741331	0.155514545307	0.0381178072309	0.0620307775551	0.139621792265	0.149030310086
a31	0.231174697777	0.116031025769	0.048804186077	0.118741885852	0.274166640755	0.211081553362
a8	0.262466406592	0.0745937325897	0.043786621359	0.122643791951	0.284306300252	0.212203151121
a31	0.288535980197	0.0745764221966	0.0550598227863	0.12791863065	0.254424580084	0.199484570374
</S>	0.178027487098	0.0681312380983	0.0572398263931	0.166394665325	0.318613010042	0.211593785187
