 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.123253043	0.1307024885	0.0223496915	0.0175371135	0.0210818245	0.108911895	0.021669056	0.4352324	0.023885869	0.02618784265	0.069188782533
a6	0.0425611967667	0.0487147313	0.0202137031667	0.0452669168333	0.0722367425	0.233470208333	0.0111412073333	0.479037523333	0.0105237814333	0.0137163769833	0.0231176313097
a37	0.0162027658222	0.0243615749	0.0761103577222	0.167245592278	0.163766860833	0.254586496111	0.0129933997778	0.250342005111	0.00593871057777	0.0190815959944	0.00937065464657
a24	0.0082492573074	0.0224155316333	0.112003330907	0.269480220759	0.210735540278	0.24328016537	0.0109873694593	0.0953423483703	0.00405692949259	0.0182865188981	0.00516278548219
a28	0.00663829580247	0.0263698902111	0.107128348636	0.312371293586	0.204445130093	0.282922055123	0.00422763010977	0.0423621741234	0.00207105314753	0.00883845679937	0.0026256668274
a31	0.00483662146749	0.0247384554037	0.101499442879	0.330747227862	0.224195066698	0.284691098374	0.00167014477659	0.0195291390411	0.00161331423251	0.00494188309979	0.0015375683658
a46	0.0038594663225	0.0350767691346	0.0658036106263	0.251121959287	0.227851388899	0.382770912791	0.0023099783422	0.0201187040137	0.00280254534417	0.0075782982666	0.000706312209933
a8	0.00386272074083	0.0666889863782	0.0649879615421	0.253265873096	0.203970892966	0.374105827597	0.00264121756073	0.0186536215379	0.00324916768139	0.0081260785222	0.000447641981311
a31	0.00364366231361	0.0782860521261	0.070790275514	0.275326757699	0.193438524322	0.353711805866	0.00153481056691	0.0155498787126	0.00241100872713	0.00494671687407	0.00036054160377
a10	0.0159662783045	0.069465794042	0.048917399838	0.172679682566	0.145397419441	0.386606421955	0.00951877355564	0.135219539571	0.00364163404238	0.012074810558	0.00051229026459
a37	0.0247442084348	0.087755388014	0.042729577946	0.114522350855	0.134034017814	0.283420547318	0.0214306858519	0.25844535319	0.00697887544746	0.025291168186	0.00064784243153
a10	0.0219614434783	0.121212266005	0.0463956926487	0.104743420285	0.159738705938	0.183673682439	0.0249503166173	0.295440391063	0.0101657394825	0.0312533077287	0.00046501640051
a17	0.0186756268261	0.0975981796683	0.0355910755496	0.067160805095	0.110182961313	0.130847732146	0.0210813425391	0.482810630354	0.0100935498275	0.0253273042429	0.000630760646837
a20	0.0160052772754	0.0494079438894	0.0179973710165	0.0272673890317	0.041620746871	0.0829373647153	0.0143599701797	0.718346510118	0.00974468660917	0.0192356344143	0.00307710361561
a31	0.0121642340585	0.0319606389631	0.0209903058388	0.0278300166772	0.032114166057	0.0820235442384	0.00977487619323	0.756609056706	0.00833455186972	0.0146000973048	0.0035985434652
a20	0.0232634243195	0.0956961676544	0.0765626462796	0.0621033102257	0.0432856053523	0.103265541413	0.00950216153108	0.546753312235	0.00988652962324	0.0194201852683	0.0102611294151
a31	0.0401725891065	0.160024415885	0.155921192093	0.130000610075	0.0594435284508	0.0828440571377	0.0157598948437	0.278736064078	0.0177146825411	0.0309282260894	0.0284547254717
a13	0.0394548483688	0.168156788628	0.222075100698	0.189248433358	0.0712661828169	0.0593912100459	0.0170057206146	0.141699464693	0.018466928847	0.0309239166965	0.0423114031572
a10	0.0427833704563	0.157067832876	0.223592523566	0.194226901119	0.078412650939	0.0564780443486	0.0224503732049	0.103206084898	0.024364101949	0.0388607632322	0.0585573643857
a31	0.0527318378188	0.130349417625	0.181736671189	0.180201800373	0.0917282269797	0.0660224614495	0.0401498130683	0.0904687272993	0.0403082296497	0.0526145430774	0.0736882614619
a17	0.0532401616063	0.110706679208	0.143000470396	0.144365131791	0.0809769489932	0.0582401548165	0.0421845603561	0.0670489894331	0.0453842755499	0.0921739923591	0.162678617154
</S>	0.0489258993032	0.094156559604	0.113959265198	0.113981418395	0.0666750294966	0.0484912089082	0.0357412051781	0.0581876767166	0.043408434275	0.12774025618	0.248733023577
