 	non	aveva	cosa	a	fare	</S>
a31	0.31097313	0.32209596	0.040377995	0.0347001685	0.0617643865	0.23008840725
a18	0.255966935333	0.266937001333	0.0332961566667	0.0142328343667	0.349635138167	0.07993201045
a24	0.0973596737777	0.099464160111	0.0327822525556	0.0114744603222	0.720296746056	0.03862272635
a20	0.0654166812592	0.137595355037	0.0635489061852	0.0136937921074	0.691356815352	0.02838844945
a31	0.112704603753	0.269953051679	0.0758879687284	0.0228869483691	0.498842661784	0.01972479515
a18	0.143537554584	0.363783407226	0.0713331009095	0.0487277747897	0.323225337261	0.04939284605
a31	0.162973974861	0.325396475742	0.0647854563032	0.0725987782632	0.221276605754	0.15296871535
a17	0.16379039162	0.206081578581	0.0579049161011	0.0813548074211	0.165755107251	0.325113201783
a20	0.141252677207	0.170208106194	0.071998951367	0.107512942474	0.145801974417	0.363225313928
a31	0.128096787402	0.143298066731	0.080701113789	0.117325664158	0.156292561472	0.374285751309
</S>	0.111025146201	0.109568230366	0.0755372668945	0.101278407079	0.154059685736	0.448531205654
