 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.02220292695	0.051238088	0.00770143139	0.0114203813	0.47539052535	0.00494557047	0.10610749998	0.32099363883
a20	0.02421134095	0.0671998946667	0.00265584326887	0.0115444727667	0.750170931783	0.00169090916873	0.0354386250267	0.107088025551
a8	0.0718861903167	0.0952017515556	0.000887969367023	0.0107619229222	0.773017433928	0.00056450768391	0.0118321174622	0.0358481144747
a20	0.0943471501056	0.118058890519	0.000300628395541	0.0096347764074	0.761377344643	0.000188944743493	0.00396359542273	0.0121286990349
a31	0.108546970035	0.184758110173	0.000123829799847	0.0206492575691	0.680061631548	6.35394253877e-05	0.00137458337624	0.00442212588497
a28	0.102870332345	0.372493536724	0.000154440326616	0.0343121318564	0.487373580516	2.21989517292e-05	0.00064421361208	0.00212958709499
a31	0.142640419782	0.509793345575	0.000173658648872	0.0635747172855	0.281749543505	9.1832798764e-06	0.000968077750693	0.001091080455
a18	0.243834289927	0.467558981858	0.000460790022957	0.0987561157618	0.182753731168	4.29727919588e-05	0.00493510468356	0.001658013775
a31	0.237285019976	0.485409140619	0.00318556487432	0.0927088635873	0.131692047056	0.00114707021899	0.0334805868945	0.0150916826917
a3	0.165492349992	0.46940919354	0.00617564495811	0.0764876878624	0.0784911090187	0.00510187723966	0.0913442956315	0.107497816231
a31	0.150258513331	0.42251543118	0.021127953986	0.0737424459541	0.0705869416729	0.0137062849132	0.103248100877	0.144814343077
a18	0.147238274444	0.514782510393	0.0296033849953	0.0572160286514	0.057276965891	0.0245220629711	0.0630834736257	0.106277338692
a31	0.143119998148	0.496445716798	0.0410151803318	0.0526593712171	0.065020320297	0.033912089657	0.0521167655419	0.115710579564
a17	0.127680584383	0.517187068933	0.0452631061106	0.0482292360724	0.0656273817657	0.040322364219	0.0450961071806	0.110594136521
a20	0.080255945461	0.602461262978	0.0375291497035	0.0302025866908	0.0606592405886	0.057647759073	0.0313437487269	0.0999002721737
a31	0.0803123941537	0.465329527659	0.0717806999012	0.0435666312303	0.102468740196	0.0917369463577	0.038281141909	0.106523894058
a20	0.0894171547179	0.335277065886	0.0932816933004	0.0601346204101	0.125071358732	0.114637358786	0.0572206686363	0.124960061353
a31	0.104053381573	0.262391745295	0.105113214433	0.08358764347	0.128253391577	0.113984841262	0.0769744842121	0.125641278784
a20	0.117010873858	0.187081385098	0.119240148144	0.10368327449	0.135483865192	0.116975425421	0.0946315260707	0.125893497928
a46	0.113738157953	0.161362335033	0.115549162715	0.107746601497	0.127277456397	0.127704808474	0.111294875357	0.135326612643
a31	0.118994019318	0.147761998344	0.121067430905	0.115143933832	0.129595365466	0.128258308158	0.112542091786	0.126636864214
a46	0.118288884773	0.144165746115	0.119675310302	0.114604851277	0.128598945155	0.127683631386	0.114724157262	0.132258514738
a8	0.114365103258	0.136136655372	0.115143873434	0.114115263759	0.123717638385	0.132601193795	0.123669919087	0.140250408246
a39	0.114308691086	0.129504605124	0.114872744478	0.12184868792	0.124234432795	0.136452891265	0.126574549696	0.132203426082
a31	0.115738325362	0.130870275041	0.116544138159	0.124303195973	0.125569014265	0.135179190422	0.124552129899	0.127243732027
</S>	0.118041925181	0.13315800752	0.119414454079	0.122313802987	0.125937342133	0.133031085211	0.122406834949	0.125696546013
