 	era	molto	stanco	</S>
a46	0.079135438	0.52772666	0.1727019929	0.220435969912
a8	0.167745221333	0.697297673333	0.0600589682333	0.074898208812
a37	0.336738590444	0.596900077778	0.0223699658444	0.0439913968373
a31	0.545857946815	0.411812222593	0.00870015163813	0.0336296817124
a0	0.575293195605	0.206796770864	0.0186038058027	0.199306225004
a20	0.419869258535	0.144877943621	0.124319538601	0.310933265001
a31	0.320903769512	0.36208821454	0.1503019632	0.166706068667
a39	0.170868421171	0.689828594847	0.0701690247333	0.069133980889
a41	0.0709260863903	0.835094254949	0.0532529649111	0.0407267246297
a31	0.0467675057968	0.82966845165	0.051826511637	0.0717375348766
a28	0.0518274442656	0.726039383883	0.0530900585457	0.169043084959
a11	0.0615988547552	0.608342814628	0.0620093261819	0.268048981653
a20	0.0846686849184	0.549623558209	0.0862970040606	0.279410720551
a31	0.136148614973	0.44771710607	0.14359762802	0.272536613517
a11	0.182170814991	0.324662022023	0.19977496934	0.293392171172
</S>	0.193388207496	0.298995611011	0.21403277967	0.293583385586
