 	le	melanzane	vogliono	ee	girate	</S>
a31	0.32117857	0.441650045	0.02710185289	0.03684081625	0.0694962275	0.10373241815
a20	0.20359005	0.617867235	0.0107744045567	0.0140364485167	0.116551134167	0.0371807012167
a18	0.149050358667	0.574944678333	0.0054819594089	0.0058547044389	0.228577304722	0.0360909934722
a20	0.106652732889	0.564595839444	0.00301792119297	0.00419502931297	0.274067081574	0.0474713931574
a38	0.0904696356297	0.664911846481	0.00251707149766	0.00604382727099	0.202851487191	0.0332061273858
a17	0.135779731877	0.710785515494	0.00174330633255	0.0101698460903	0.124612670397	0.0169089364619
a31	0.175086623959	0.705063705165	0.00114698796085	0.0277361456968	0.0825551114657	0.00841142665397
a20	0.202459744653	0.698177535055	0.00277021580362	0.0367578185656	0.0545180368219	0.00531661948466
a41	0.206676104884	0.710030935018	0.0179186058012	0.0281573655219	0.0279835739406	0.00923340159489
a29	0.177170221628	0.672734448339	0.0719614819337	0.0294737588406	0.0240730526469	0.024587070865
a11	0.152333383876	0.54344606278	0.178574023978	0.0403061459469	0.031482993549	0.0538574562883
a31	0.118969297959	0.38060393426	0.287167287993	0.068952859649	0.0504089545163	0.0938977170961
a8	0.117873952653	0.34000379142	0.294531135998	0.077641829883	0.0562442648388	0.113705082365
a31	0.120230984218	0.323587500473	0.302154615333	0.0733603816277	0.0583940516129	0.122272510788
a1	0.109711350073	0.275269386824	0.336020448444	0.0759442855426	0.0647782185376	0.138276320263
a31	0.122032098691	0.249361412275	0.337859849481	0.0795940518475	0.0724204075125	0.138732216754
a3	0.124655789564	0.194587827425	0.307440329827	0.112034317283	0.108913132504	0.152368652251
a31	0.146095759855	0.169432585808	0.278153043276	0.124478992428	0.123055365835	0.158784274084
a8	0.163048316618	0.163800511936	0.256449887759	0.128539144143	0.128917490278	0.159244668028
a23	0.152383508873	0.157828813979	0.20599813592	0.152237074714	0.155420963426	0.176131526009
a31	0.160758149624	0.158359601326	0.202670475307	0.153475991571	0.154469331142	0.17026644867
a46	0.169897559875	0.163002870442	0.200367975102	0.149972293857	0.150458067047	0.166301216223
a37	0.165702963292	0.163701450147	0.179716365034	0.159499431286	0.159881662349	0.171498105408
a46	0.188774511097	0.185443943382	0.170569201678	0.150487990429	0.14844185245	0.156282451803
a24	0.212254427032	0.205618581127	0.164088287226	0.13950025681	0.135726255817	0.142812147268
a31	0.196691942344	0.190980157042	0.165828799075	0.149107815603	0.146216831939	0.151174439089
a46	0.175979830781	0.173355735681	0.169486073025	0.159636711868	0.158793907313	0.162747749696
a31	0.173141703594	0.16624258856	0.170990327675	0.161832990623	0.161591182438	0.166201203232
a8	0.172114717865	0.16367850952	0.171296029225	0.162558616874	0.162814790813	0.167537331077
a24	0.165853879288	0.164147436507	0.171828569742	0.164384672291	0.164994073604	0.168791377026
a8	0.163984906429	0.164945965502	0.172939173247	0.164741690764	0.165174141201	0.168214139009
a31	0.166296112143	0.164837391834	0.176054197749	0.162956780255	0.163092793734	0.166762746336
</S>	0.169541316071	0.165113515917	0.180133033874	0.160395825128	0.160167256867	0.164649063168
