 	si	è	rotta	la	coppa	</S>
a31	0.055766157	0.528454155	0.0542913285	0.073765422	0.203611425	0.084111586
a20	0.037107689334	0.443025345167	0.024187488498	0.0364155427667	0.430041325	0.0292226518433
a19	0.012522057252	0.159768629889	0.012139184164	0.0528845696889	0.705611821667	0.0570737497911
a18	0.005519047624	0.092984832963	0.0155190380547	0.071118810563	0.705301940556	0.109556346597
a27	0.00328070916467	0.0923268326543	0.0136228220182	0.0424106148543	0.752456846852	0.0959021588657
a31	0.00299137677822	0.116250097551	0.00866251900607	0.0314072666181	0.780052548951	0.0606361629552
a39	0.0133479607594	0.12961911585	0.0205345666687	0.0592597965394	0.715471896317	0.0617666609851
a31	0.188709958253	0.10875381995	0.0709832515562	0.0785038055131	0.480684585439	0.0723645836617
a46	0.283458942751	0.0950648613167	0.106624597185	0.0799946618377	0.265606725146	0.169250227887
a31	0.185804950917	0.108908670439	0.117789679062	0.106951337279	0.223596458382	0.256948915962
a20	0.138316943639	0.121148218813	0.121109549687	0.129557892426	0.207801329461	0.282066071987
</S>	0.117245241819	0.119541282406	0.110054459843	0.132205366213	0.202613489731	0.318340165994
