 	vuole	andare	a	Lecce	</S>
a20	0.38298446	0.1054348525	0.0463794365	0.144835035	0.32036621
a31	0.559903653333	0.1197933375	0.0367159878333	0.159552205	0.124034804267
a18	0.390602849011	0.0905432461333	0.0268509615111	0.427228828333	0.0647741203557
a46	0.13368290257	0.0370102533444	0.0134511894037	0.745337056111	0.0705186514519
a37	0.0536244455233	0.0362512211148	0.0452674978012	0.740463832037	0.124393070484
a23	0.173342711508	0.0670112827049	0.0564565906004	0.578133797346	0.125055612161
a18	0.248582310503	0.071153875235	0.0262162962001	0.510518752449	0.143528719387
a38	0.193231390168	0.046593643745	0.0144975769	0.519862670816	0.225814716462
a37	0.243298256723	0.048475178915	0.0113213158	0.425700576939	0.271204675487
a31	0.232436962241	0.048858914305	0.0203863099333	0.359976392313	0.338341411829
a20	0.154048480747	0.044468649435	0.0411691279778	0.290390807438	0.469922937276
</S>	0.131080475374	0.0478717497175	0.0540254489889	0.202064968719	0.564957368638
