 	l'	ho	sentito	che	viene	</S>
a34	0.197636255	0.252841395	0.0657303	0.062926898	0.2089197665	0.21194538
a46	0.145310841667	0.372820495	0.0498695486667	0.0446606885017	0.19280365467	0.194534772733
a41	0.133953935556	0.523132531667	0.180766703556	0.0171369238022	0.0755377863933	0.0694721369777
a19	0.138306770185	0.567717377222	0.220956441519	0.00810297025073	0.0370171770311	0.0278993215759
a31	0.219056743395	0.664686792407	0.0888282575063	0.00327540876691	0.0145818512437	0.00957101568863
a20	0.230141214465	0.716401097469	0.0402859858354	0.0019016533223	0.00761353008123	0.00365659707621
a31	0.318483428155	0.649613025823	0.0228262479451	0.00265972990743	0.00414535392708	0.0022723073254
a24	0.332518546052	0.593366168608	0.030928565315	0.00931841120248	0.0137365568757	0.0201318394751
a31	0.246385385351	0.607748639536	0.0378893484383	0.0196995847342	0.0247463316252	0.063530767825
a23	0.314288761784	0.519075289845	0.0407393361461	0.0238292889114	0.0261785642084	0.0758887776083
a20	0.303326380595	0.386510963282	0.079248045382	0.0666987973038	0.0669426074028	0.0972732375361
</S>	0.252086130297	0.287668091641	0.111885492691	0.110274118652	0.106320778701	0.131765443768
