 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.0116359652	0.027979316	0.0542171325	0.0034618249	0.007792946	0.0395505277	0.55858385	0.2967783892
a46	0.0058389532	0.0279395406667	0.0182770697847	0.0178708259	0.0260063586667	0.013417762943	0.78402521	0.1066242212
a39	0.00603921373333	0.0206228312222	0.00609677589123	0.199448040633	0.0821180378889	0.00474498324067	0.60814337	0.0727867240667
a31	0.00772091357778	0.0229420090741	0.00203508591641	0.328925493544	0.180032479296	0.00185684308189	0.400336353333	0.0561508084556
a20	0.00680587379259	0.0530962200247	0.00070412217147	0.208084999181	0.207920763099	0.000657033768963	0.501629594444	0.0211013404185
a31	0.0070253118642	0.0674825646749	0.00381046864882	0.143651754394	0.122533146366	0.00219533577965	0.642927031481	0.0103743323062
a15	0.0123431932881	0.0603037828916	0.0261149292163	0.127327756465	0.055733193122	0.0134911573599	0.678954743827	0.0257312194354
a11	0.015667396096	0.0507776596305	0.0306632613388	0.0906401638217	0.161585346707	0.0153870797033	0.603507547942	0.0317715069785
a31	0.0183204146987	0.0413136235435	0.0597637920463	0.0965199712739	0.198287794236	0.0616026204844	0.481891925981	0.0422998221595
a46	0.0220448705662	0.0868229595145	0.130274594015	0.0843774784246	0.078594662412	0.0915771334948	0.38564086866	0.120667412053
a31	0.0614100301887	0.133698399838	0.165966191338	0.0660813241415	0.0568066964707	0.0688712011649	0.269986062887	0.177180047351
a46	0.0867350420629	0.163541286613	0.193077090446	0.0584714013805	0.0540232168236	0.052911631055	0.157920355962	0.23331994245
a31	0.116781926021	0.183929968871	0.197040176815	0.0445738691268	0.0456774119412	0.0370317290183	0.119259590321	0.255705320817
a15	0.13204395334	0.193443622957	0.171172898938	0.0339063217089	0.0414457139804	0.0301521453394	0.104175936774	0.293659400272
a31	0.147869832447	0.204077994319	0.159782702979	0.0286484252363	0.0365966243268	0.0258351374465	0.0961356689247	0.301053606757
a20	0.188221917482	0.225344774773	0.139206874326	0.0284722577454	0.0392086414423	0.0278226378155	0.0906793143082	0.261043588919
a18	0.199597195827	0.251851271591	0.121873238109	0.0321196285818	0.0448124874808	0.0344781339385	0.0750248761027	0.240243182973
a46	0.203919411942	0.265272503864	0.12877770937	0.0424773781939	0.0557851041603	0.0454349819795	0.0671137537009	0.191219157658
a31	0.222847923981	0.276674334621	0.127596036457	0.0427771177313	0.0513589457201	0.0428836989932	0.0682593229003	0.167602612553
a15	0.209440777994	0.28569607154	0.113466602152	0.0339759559104	0.0373227695734	0.0306340566644	0.0672018899668	0.222261870851
a31	0.212063019331	0.292535540513	0.104329437384	0.0318555076368	0.0324881358578	0.0272535242215	0.0635147069889	0.235960123617
a37	0.23289060311	0.275461123504	0.104565605795	0.0488501972123	0.0522506412859	0.0463445797405	0.068916148663	0.170721081206
a35	0.194374401037	0.239026717835	0.105404030265	0.0802929387374	0.0881912604286	0.0823723032468	0.067013281221	0.143325037069
a31	0.217619393679	0.250347005945	0.100008911755	0.0795588479125	0.0901916418095	0.0849452140823	0.066573258407	0.110755739023
a46	0.230644741226	0.266523015315	0.0942704039183	0.0655173193042	0.0677699762698	0.0643564840274	0.0696215691357	0.141296503008
a31	0.229152957075	0.259411795105	0.0941015179728	0.0653073117681	0.0643210994233	0.0622103426758	0.0729021500452	0.152592821003
a11	0.218634359025	0.232696358368	0.0994113526576	0.0764175559227	0.0763843998078	0.0747336075586	0.0839249070151	0.137797483668
a31	0.205401926342	0.211073512789	0.104313857553	0.0846576503076	0.0844704699359	0.0835586025195	0.090625804005	0.135898191223
a46	0.191782905447	0.194525784263	0.104824095851	0.0873439417692	0.0860065616453	0.0857738108398	0.0946128946683	0.155129993741
a20	0.150535308482	0.158916091421	0.110368305284	0.102198853923	0.101302618882	0.100886176947	0.104662668223	0.17112996458
</S>	0.142928969241	0.149949135711	0.114473902642	0.109638551961	0.111164894441	0.110380713474	0.108569159112	0.15289467229
