 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.12144223	0.127195425	0.0233178035	0.0135832655	0.050908269	0.03049398565	0.307823177	0.3252358065
a39	0.100021346667	0.117046311667	0.0133429621667	0.0136132762667	0.0704627563333	0.27089434355	0.301433564667	0.113185386909
a41	0.0872210665557	0.109376190556	0.0595923110556	0.131368741522	0.113049227444	0.351158094517	0.110225748389	0.0380085929123
a39	0.0666937055186	0.130561650185	0.0955113570185	0.240395337174	0.247951765815	0.163856029839	0.042009869963	0.0130202665474
a20	0.0663686441729	0.181458923395	0.0620455523395	0.170327926725	0.319657105272	0.15575156828	0.0396564726543	0.00473378429247
a0	0.085073651391	0.281279897798	0.0410540721132	0.0988757399083	0.250902248424	0.175051926093	0.0649180442181	0.00284441883082
a31	0.143405670464	0.332836225933	0.0381104853711	0.0752093899694	0.156872976141	0.153360762031	0.093072641406	0.00713185561027
a13	0.217645606821	0.299414655311	0.0452005731237	0.0608463459898	0.0853903707137	0.163960770677	0.0878194044687	0.0397222738701
a17	0.240482022274	0.29751417177	0.0930104923746	0.0622011033299	0.0421053239046	0.137215286892	0.0498038454896	0.0776677546234
a31	0.219269640758	0.357971847257	0.151088934125	0.06135797311	0.0253081099682	0.072014978964	0.0286184401632	0.0843700768745
a3	0.167639716919	0.382085482419	0.210114471375	0.0845341177033	0.0270371513227	0.0396815166547	0.0185850160544	0.0703225342915
a46	0.14589401564	0.366574517473	0.202972937125	0.102936562568	0.0475161147742	0.0239510282182	0.0203336596848	0.0898211680972
</S>	0.15931708782	0.361795628737	0.155214388562	0.091625521284	0.0628649323871	0.0218429326091	0.0268999298424	0.120439579049
