 	che	non	li	aspettiamo	</S>
a20	0.445344225	0.119729677	0.065220973	0.1275854485	0.2421197035
a8	0.732216628333	0.112963102333	0.0241615142587	0.0442239058067	0.0864348755
a7	0.791033742778	0.0841332327777	0.0161529743449	0.0148005338623	0.0938795371667
a35	0.768696647593	0.115568799593	0.0141767647816	0.00500073331743	0.0965570940889
a46	0.790901082531	0.164786486531	0.0076168033272	0.00169721783714	0.034998474263
a31	0.730754394177	0.179894582177	0.0237775091757	0.000940687167047	0.064632862621
a11	0.549700531392	0.299660664059	0.0526583577252	0.000954034589016	0.0970264275403
a31	0.524127943797	0.34167472802	0.0691403259084	0.00339949382967	0.0616575015134
a0	0.527655861266	0.23957265934	0.103508838636	0.0465448532766	0.0827177761711
a31	0.347562717089	0.176276916447	0.108929324879	0.0912042044255	0.27602684539
a30	0.262931262363	0.103465572149	0.0606007879597	0.0789322794752	0.494070081797
a0	0.190863238454	0.0694788440497	0.0667004069866	0.177953431158	0.495004050599
a31	0.110287262151	0.0752619613499	0.105405075662	0.234411233719	0.474634456866
</S>	0.100836838575	0.0865924556749	0.114302277831	0.175570916859	0.522697503433
