 	non	sapeva	dove	a	stare	</S>
a20	0.073023033	0.30768505	0.154436515	0.130670445	0.1722219	0.161963041
a31	0.078706584	0.17469527	0.119045568267	0.0772267744	0.322612326667	0.227713493667
a37	0.0477947795333	0.070062196	0.0400377457023	0.0275176206667	0.503331508889	0.311256201222
a38	0.0224280383778	0.0530284113333	0.0139896370141	0.0111204252222	0.426931446296	0.472502080407
a31	0.0444797387926	0.292851763778	0.0062125241047	0.00666014947407	0.275563758765	0.374232059569
a41	0.0543214025975	0.511587987926	0.0104554583682	0.00568083192469	0.249499712922	0.168454605956
a10	0.0438252301992	0.511777062642	0.0138516991227	0.0155911202082	0.310294130974	0.104660763985
a20	0.0387375877331	0.648986287547	0.0100035425742	0.0182544137027	0.242522708325	0.041495427895
a9	0.021700974911	0.810601812516	0.0101131320581	0.00746219813423	0.134190077442	0.0159317775317
</S>	0.0155502109555	0.847190431258	0.011665272029	0.00468032396712	0.111188703721	0.00972504426585
