 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	0.024394732	0.024645174	0.0082021318	0.014462232	0.02318153965	0.0147641427	0.1649936358	0.00703284155	0.1811122235	0.137652427	0.3995589387
a17	0.0150067066667	0.019494327	0.0220782421333	0.064133314	0.11898126655	0.0162785505667	0.311308695267	0.002728359333	0.169787281021	0.125469735967	0.1347335263
a31	0.0097795421989	0.01606809725	0.0268607103778	0.104432531333	0.23121773885	0.0893547225222	0.376552991756	0.000922400668	0.057540845428	0.0422769924557	0.0449934050897
a17	0.00411461904297	0.0067222435	0.0208620541259	0.150327037111	0.387240196283	0.112224315174	0.268430340585	0.000317861053733	0.020119435391	0.0145615651086	0.0150803082774
a20	0.00549431234766	0.016935568	0.061914684042	0.21879639237	0.483173932094	0.0803616927247	0.116458856862	0.000168736011644	0.00675921923867	0.00490649948287	0.00503011514563
a8	0.0120784277826	0.099114957	0.120433061347	0.205039297457	0.370328787365	0.131725474242	0.052956992954	0.00202811144055	0.00261106475956	0.00186098220762	0.00182285876421
a20	0.0167339615942	0.162620749	0.129123729116	0.158698705819	0.260754182455	0.233833361414	0.0300100926513	0.00437748514685	0.00194290593985	0.000988544409207	0.000916263661403
a31	0.0147958238647	0.109124571667	0.098729538372	0.194442808606	0.295036604152	0.213883682138	0.0679363718838	0.00325522345062	0.00146481717995	0.000713601486402	0.000616941907134
a46	0.0097521159549	0.045412570889	0.0775828327907	0.266299756202	0.409231234717	0.0851905103793	0.103578948961	0.00109752726187	0.000568276177983	0.000534672992134	0.000751561502378
a31	0.052141269985	0.0553909086297	0.110979134264	0.291571105401	0.359223658239	0.0493927594598	0.0731498786537	0.00131410553062	0.00140780107733	0.00144048966071	0.00398890523413
a35	0.0793932486617	0.104868859543	0.167249968088	0.298812935134	0.228822382746	0.0424406951533	0.0652741535512	0.00190761677687	0.00188675809244	0.0020583008869	0.00728507907804
a33	0.0593556225539	0.139045023181	0.202050052696	0.301470325045	0.182789840915	0.0339900547178	0.0662091945171	0.00156317155896	0.00110022200748	0.00204422139563	0.0103822493593
a8	0.0564655251846	0.13154499106	0.170619645899	0.319614925015	0.200952110305	0.0249539129059	0.0825521781724	0.000943695599653	0.000739827395827	0.00211152563188	0.00950163138643
a24	0.0631849200615	0.12325254702	0.113416781633	0.341515758338	0.222176526768	0.0130356601686	0.116570634391	0.000356357905551	0.000480983548609	0.00149780725729	0.00451199489548
a27	0.0744243283538	0.170617705673	0.101168038544	0.328959432779	0.200988258923	0.0091639292562	0.109470379797	0.000179627497517	0.000446728916203	0.00132017703243	0.00326137779849
a31	0.0685359987846	0.209049138558	0.107313559515	0.293235677593	0.198678032974	0.0201404120854	0.0927096752657	0.000651905002506	0.000791837838734	0.00318412957748	0.0057096075995
a10	0.0557483982615	0.224971046186	0.148411469838	0.275321079198	0.178744970991	0.0323800733618	0.0707512410886	0.0010274790675	0.000908522546245	0.00426587902583	0.0074698158665
a11	0.0452898854205	0.232594488729	0.158704599946	0.260407409733	0.17628799033	0.0408508437873	0.0692228560295	0.0009374516225	0.00113964754875	0.00589835884194	0.00866645828883
a24	0.0388625008068	0.238574436243	0.148256253315	0.248474853244	0.185124193443	0.0487399469291	0.0735574723432	0.000949570740833	0.00131013471625	0.00716524791398	0.00898537109628
a28	0.0326903902689	0.217783792081	0.144703089105	0.238831454415	0.185541534481	0.0726833613097	0.0745068981144	0.00127433674694	0.00254019503875	0.015133283438	0.0143116386988
a31	0.0353889310896	0.186079034027	0.121124394368	0.210150144805	0.20513397816	0.10481356377	0.0841562413715	0.00506135044898	0.00459371851292	0.0235667178127	0.0199319142329
a46	0.0492265370299	0.261302274676	0.115080434789	0.173117471602	0.168513266053	0.0951003179233	0.0700431291238	0.00871864814966	0.00500621057097	0.0202098296042	0.0336818527443
a31	0.05884426901	0.264736048225	0.126257741596	0.152985437201	0.138545592018	0.115131082641	0.0733816483746	0.0136095800499	0.00617804685699	0.0142542708681	0.0360762532481
a26	0.09296108967	0.283937032742	0.135120633865	0.134923935734	0.112240020673	0.11124957888	0.0688074667915	0.01830316935	0.006057577719	0.00851261695603	0.0278868550827
a31	0.117562736557	0.284178237581	0.135416754622	0.126610325245	0.101510253558	0.109737277627	0.0595498029305	0.02454005445	0.00569184400633	0.00599983278534	0.0292028453609
a46	0.098147663519	0.296003782527	0.132654268207	0.123225898415	0.099446776186	0.113623478542	0.0600879643102	0.02603170615	0.00668148666878	0.00670040022845	0.0373965604536
a20	0.0770607158397	0.298166288842	0.118408456069	0.109045172805	0.0858658137287	0.0947159321807	0.0641368881034	0.0349856067167	0.0242986732229	0.0257552715761	0.0675611801512
a35	0.0616786876132	0.157793467614	0.102584664023	0.125058260935	0.133142501243	0.130962610727	0.0844800427011	0.0447349839056	0.0401336134076	0.0435921305254	0.0758390357171
</S>	0.0518713923066	0.116382263807	0.0970753750115	0.141565605467	0.168019520621	0.149096390364	0.0886779213505	0.0408011654528	0.0382556187038	0.0430307452627	0.0652240013585
