 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
a31	0.016728378	0.035851716	0.01432447565	0.0047752603	0.0117028415	0.00578270735	0.000950356081	0.0058256274	0.002239796	0.000928326208	0.0013527825	0.00203609165	0.000579385706	0.002327424435	0.00296653015	0.0100976678	0.315726159	0.085143065	0.057423421	0.16480707	0.0823228938	0.1761080691
a11	0.00636525276507	0.0289969691487	0.00556151695142	0.00391046076667	0.00904342727833	0.00665929478333	0.000320414222957	0.00205266633231	0.00288002803333	0.000451997731333	0.0016429172	0.00834580348333	0.000252485422667	0.00102620808167	0.04668995705	0.0588798012667	0.427319406333	0.153686265	0.0858958803333	0.0621454568	0.0287696498667	0.0591041516833
a23	0.00212193896952	0.0099857669649	0.00185386955721	0.00183544852222	0.00383929187111	0.0222655609278	0.000107004159442	0.000684382302077	0.0106549789111	0.000526264987111	0.00389672926667	0.0194023781611	0.00130969125756	0.00207675650722	0.09075510235	0.105894653756	0.327540998778	0.210347725	0.120546333444	0.0268322930667	0.0153492163556	0.0221735789778
a46	0.000707475945187	0.0039114615383	0.000617982168551	0.00139713109407	0.00264088789037	0.0312485029759	3.59605860407e-05	0.000228174837119	0.015676053137	0.000617851129037	0.00467411565556	0.0224656937204	0.00262668575252	0.00347110076907	0.09266027545	0.107269804585	0.256745009593	0.235838725	0.166840824481	0.0214818936889	0.0169201404519	0.0119242314926
a8	0.000236191718476	0.0027689663961	0.000206052049788	0.00176672218469	0.00340997423012	0.0240067976586	1.27848790736e-05	7.60986147243e-05	0.012554691879	0.000492701736346	0.00343284725185	0.0206804489068	0.00509189568417	0.00497619118969	0.0823926798167	0.0937306248617	0.246834059864	0.249443891667	0.182693131494	0.0281835342296	0.0208708441506	0.0161388551642
a31	7.9048086432e-05	0.00233188033203	6.87334127065e-05	0.00226130972823	0.00510465427671	0.0173692130195	5.07427543453e-06	2.54110679781e-05	0.009327345893	0.000303171710782	0.00247594615062	0.0158809410689	0.00551015512806	0.0051209474299	0.0613084672722	0.0755971049539	0.233133039955	0.242789237222	0.226943683831	0.0472373124099	0.0257629207169	0.0213643833881
a20	2.64436687307e-05	0.00221989481068	2.29511203427e-05	0.00213692197608	0.00742272629224	0.0088013387065	1.96978122151e-06	8.52057045637e-06	0.004580763751	0.000157168312261	0.00132816912354	0.00788779828963	0.00274318969935	0.00324215557663	0.0457879074241	0.0600744406513	0.338018866652	0.226019062407	0.21169374461	0.0441522131366	0.0201915454723	0.013482211196
a31	9.09368504023e-06	0.00194917998089	7.82263428423e-06	0.00149609327869	0.00633925659741	0.00356568253217	8.27573720503e-07	3.02510348046e-06	0.001640610592	7.76507715537e-05	0.000472877652847	0.00308064594321	0.00121055265902	0.00179643970888	0.0266675424414	0.0345042933171	0.384969712217	0.296590890802	0.166062051537	0.0362546890455	0.0270792937241	0.00622177689867
a39	3.55413003008e-06	0.000963191450963	3.08030862808e-06	0.00177598264623	0.00645894553247	0.00199175290739	1.13434362017e-06	1.64910094015e-06	0.000602927899	6.49705429846e-05	0.000172728628282	0.00116253318774	0.000447942445573	0.00110882101963	0.0238889597805	0.025530538539	0.334462360739	0.366092496934	0.161793527179	0.0365853093485	0.0326848782414	0.00420271693289
a10	1.64167825669e-06	0.000999057130321	1.40722854936e-06	0.00396749024874	0.0287310696775	0.0030383811358	3.00223314006e-06	1.16460358005e-06	0.000307178723	7.15211036615e-05	9.76082217607e-05	0.000597783295913	0.00107438070519	0.00310637577321	0.0615344465935	0.0490627261797	0.369941020246	0.287951685645	0.119226430393	0.0382261571162	0.0225564700805	0.00950302917763
