 	avete	fatto	già	le	verdure	</S>
a6	0.003459743125	0.0754891775	0.03556125246	0.06160376	0.548763435	0.2751227
a46	0.004388627025	0.392728415833	0.0119926951527	0.0346126314333	0.457796026333	0.0984816042
a21	0.0234912720083	0.712623338611	0.0043564748769	0.0310257635778	0.185463175444	0.0430398679333
a20	0.0282243329361	0.813172779537	0.0017995449453	0.0296543501926	0.101601984481	0.0255469236444
a24	0.011456759112	0.862848326512	0.0006279313381	0.0113674021975	0.100845098827	0.0128544828815
a31	0.00547242023733	0.862852242171	0.000320911526033	0.00540555559917	0.118059332942	0.00788959462717
a14	0.00308116253244	0.90045494739	0.000250332495344	0.00361163383306	0.086924544314	0.00567742920906
a41	0.00131684471415	0.912006472463	0.000309960385115	0.00441086384435	0.0745017247713	0.00745413206969
a37	0.00138323962138	0.861236614154	0.000645825738372	0.0102798986148	0.113485414924	0.0129689960232
a31	0.00283992450713	0.804529771385	0.00113873344612	0.0138094092049	0.160529798308	0.0171523753411
a6	0.00328966566904	0.547466215462	0.0341087142154	0.0811768060683	0.298650899436	0.0353077251137
a46	0.00338513105635	0.272521606821	0.0637290200718	0.142111648689	0.450190766479	0.0680618733712
a31	0.00481834001878	0.443620445607	0.0515644233573	0.0991688488963	0.343035628826	0.0577923336237
a17	0.00718829167293	0.487677995202	0.0511491144524	0.0999150222988	0.287212869609	0.0668567087079
a20	0.00870845155764	0.248279621734	0.0675263214841	0.157004200766	0.364103166536	0.154378252903
a31	0.0202595051859	0.187754453911	0.0826560471614	0.176819860255	0.316294312179	0.216215834301
a17	0.027908165062	0.180880084637	0.0748464013871	0.176697090085	0.28522809406	0.254440154767
a20	0.0312922996873	0.141152401546	0.071889754129	0.184494956695	0.280102344687	0.291068214922
a31	0.0577572912291	0.140826277182	0.0957492693763	0.171729825565	0.228238234896	0.305699084974
a20	0.060753833743	0.121932824394	0.0841643131254	0.146950751855	0.222165601632	0.364032648325
a17	0.063190519581	0.119589340131	0.0969335910418	0.160004217285	0.222068120544	0.338214192775
a31	0.095990971527	0.15193804671	0.133695667014	0.166314512428	0.188332643515	0.263728157592
a23	0.0834596138423	0.118532308903	0.101338339005	0.147481644143	0.214070901172	0.335117195864
a31	0.0827234012808	0.106150512968	0.0904492830017	0.142455018048	0.222422173724	0.355799631955
a8	0.0923218937603	0.111453369656	0.0971703710006	0.143895702683	0.218807094575	0.336351610652
a31	0.0986094912534	0.113245275219	0.100886017	0.150660000894	0.218073464858	0.318525776884
a28	0.109831507084	0.121364548406	0.110550924	0.153223576965	0.209384671619	0.295644765628
a21	0.114778515695	0.126382476135	0.122814469667	0.154423902322	0.207267247206	0.274333368543
a31	0.140841675232	0.151377828712	0.149841739889	0.162010417441	0.182229949069	0.213698356181
</S>	0.150476787616	0.157547259356	0.154991019944	0.16349251372	0.175737224534	0.19775515809
