 	deve	essere	bianco	</S>
a31	0.511033197	0.10405447985	0.096019076	0.28889321515
a11	0.831155319	0.035494977659	0.0362234980833	0.09712619615
a31	0.941938193	0.0122157010287	0.0128759998444	0.0329701258267
a37	0.834158764333	0.00450940813623	0.0200510500148	0.141280788052
a31	0.794398088111	0.00529932783874	0.0227279637716	0.177574645337
a37	0.864218962704	0.00761519271291	0.0552708833572	0.0728950094323
a31	0.847689520901	0.0331149010043	0.0686751531191	0.0505204624774
a20	0.823539196967	0.0986219083348	0.036897066373	0.0409418618258
a31	0.736945172322	0.120163684445	0.0440905421243	0.0988006072753
a0	0.655504840774	0.099492859815	0.0662093787081	0.178792895758
a31	0.557463823591	0.137254296605	0.102502294236	0.202779558586
a20	0.422710777864	0.193593198868	0.158513358079	0.225182659529
a18	0.322363085955	0.222643469623	0.209372092693	0.245621343176
</S>	0.286892992978	0.235959779812	0.228200916346	0.248946286588
