 	ho	rotto	una	bottiglia	</S>
a31	0.068186084	0.525243355	0.0692881925	0.186209189185	0.15107311875
a21	0.0511264206667	0.797781485	0.0374108578333	0.0627504407183	0.05093081572
a31	0.288208338556	0.650094268333	0.0214725939444	0.0217521431394	0.01847273811
a35	0.371503026185	0.560141942778	0.0524666653148	0.00791325826313	0.00797518353667
a31	0.282459145395	0.563878160926	0.0650103971049	0.0394123986044	0.0492399461122
a24	0.263145215132	0.585418020309	0.0298886587016	0.0581267382015	0.0634213647707
a37	0.182950781711	0.635127323436	0.0236020969005	0.126189004734	0.0321307873236
a31	0.146375613904	0.366859674479	0.0288394453002	0.260635764911	0.197289512108
a33	0.104899324635	0.195235281493	0.0346940364334	0.397321958304	0.267849404036
a31	0.153552608212	0.140355564831	0.0401845258111	0.359045506101	0.306861801345
</S>	0.189616389106	0.0905533789155	0.0444256914055	0.23411040805	0.441294150672
