 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.0409299985	0.0292913295	0.00384379145	0.00254556008	0.0023172654	0.0024858026	0.002654088625	0.00467426055	0.0059792361	0.08573353935	0.285508485	0.207272285	0.3267643655
a24	0.0319566601667	0.013638448854	0.00204492285	0.00113062471133	0.0122315627333	0.0195613667	0.001680941425	0.01479078735	0.0278281137667	0.28257200645	0.247384985	0.234746235	0.1104333144
a28	0.0327547573889	0.00454876253853	0.00181742728333	0.000457203081777	0.0210622862444	0.0324705475667	0.00147221864167	0.01832580765	0.0379252075889	0.326004975483	0.125195125	0.351170461667	0.0467951997
a39	0.086590591463	0.00152008038804	0.00674871956111	0.000282989527259	0.0187023640815	0.0236765718556	0.00104578855722	0.00733898991667	0.019090746863	0.168466223161	0.118474748333	0.505539673889	0.0425225349
a17	0.184187750488	0.00051696660168	0.022763764187	0.000461531595753	0.0153481543605	0.0152051044519	0.00068411708574	0.00297772707222	0.011363238421	0.104854879054	0.127758272778	0.45372830463	0.0601502159667
a31	0.159938055429	0.00018022615459	0.0230062315737	0.000434174986784	0.00842185209783	0.0071642202573	0.00038635245058	0.00120703543074	0.006216534507	0.124011509685	0.247497997593	0.372478411543	0.0490574258222
a20	0.054547128243	6.135082296e-05	0.00769693356357	0.000148043384461	0.00284770376028	0.00246382016243	0.000176459252193	0.000770723616913	0.004653960969	0.339598169895	0.296708452531	0.273035130514	0.0172921145307
a31	0.0200154992477	3.90368380533e-05	0.00281164651552	6.9433287487e-05	0.00133944417009	0.00110378202414	0.000213093500731	0.000892540072304	0.00453314528967	0.373009583298	0.406971490844	0.168111918505	0.0208893522669
a17	0.0113230245826	0.000283626328684	0.00203379710517	0.000236098471162	0.00175965122336	0.00141606150805	0.000933745580244	0.00209618639077	0.00352951982989	0.194481777766	0.623308616948	0.127093761168	0.031504119089
a8	0.00750899022087	0.000348674487395	0.00156837092839	0.000279432443387	0.00164684682445	0.00132329931268	0.00107516602341	0.00227047213692	0.00302843450996	0.218735699255	0.521710988983	0.219932370389	0.0205712297297
