 	Marika	è	che	si	sposa	domani	</S>
a27	0.016376442	0.22745632	0.212027324	0.037043436	0.167017944	0.101930530415	0.238148037125
a37	0.139529648667	0.203275603333	0.365241334667	0.0138932422167	0.163788054	0.0343052415767	0.079966851625
a31	0.445184449556	0.144343931111	0.302331511556	0.00474130274557	0.0641887733333	0.0114868466839	0.0277231101083
a11	0.500164353185	0.140930977037	0.263376977185	0.00208035427186	0.0498293571111	0.00418275072463	0.0394351617694
a31	0.442558484395	0.209145259012	0.246573212395	0.00132603955729	0.0547912157037	0.00196774769154	0.0436380483898
a37	0.352611268132	0.208536684671	0.309229090798	0.00626803608576	0.0524644585679	0.00437218218051	0.0665183472633
a31	0.214929379377	0.30923089989	0.323867754266	0.00811010796192	0.0646562175226	0.0055508724935	0.0736548205544
a6	0.179589979792	0.50939478663	0.170557942089	0.00960711325397	0.0870842551742	0.0139288102645	0.0298371566515
a20	0.0969352415973	0.496517535543	0.205993120696	0.0111240290847	0.143222656391	0.0224792757548	0.0237281555505
a31	0.0928894588658	0.515093801848	0.190859743565	0.00837489602823	0.138877478797	0.0219988415849	0.0319057635168
a20	0.0886595476219	0.550260533949	0.131919444522	0.00678329084274	0.159219816266	0.0192983798616	0.0438589968389
a31	0.205688377207	0.402444527983	0.113947838174	0.0181440921142	0.177608932089	0.0272897196205	0.0548765259463
a0	0.279996229069	0.308780922661	0.095668056058	0.0471145593714	0.11821416203	0.0593530808735	0.0908729866488
a20	0.177858968023	0.30159873422	0.104769772019	0.0746359117905	0.116399535343	0.0920500036245	0.132687062216
a31	0.183588394341	0.234216791407	0.116819180673	0.0959056805968	0.119243891781	0.110554335875	0.139671730739
</S>	0.217638247171	0.183259445704	0.123955275336	0.104972300298	0.11828176089	0.116544934938	0.13534805537
