 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a23	0.0059353102	0.017018595035	0.0041584553	0.00239816984	0.016270919	0.00786922635	0.0032866348	0.00196245495	0.0145613201	0.010107296	0.0296734905	0.1745202505	0.15825038	0.1748554125	0.05919915	0.31993292572
a31	0.00380040258833	0.00572703599719	0.00328028100333	0.000932566778433	0.01563502239	0.00519299896167	0.00272091855	0.0135809661833	0.108328923367	0.085517158	0.157247526833	0.1818979455	0.12994283	0.142768889167	0.0362999999	0.107126526487
a37	0.00147103545111	0.00190912599314	0.00170753727111	0.000312566343368	0.00574037558667	0.00174961256789	0.00117142065	0.0197110910611	0.245253161122	0.176562649333	0.325803158944	0.0717590798333	0.0474012723	0.049194619979	0.0140897655533	0.036163540799
a31	0.000695407522703	0.000637065158328	0.00112026452704	0.000104673368766	0.00282962029556	0.000619695706963	0.00061820405	0.00998093472037	0.196086589941	0.129595672178	0.257070061315	0.0661521259444	0.1387136164	0.106631281916	0.0729987142044	0.0161460921363
a24	0.000710463013234	0.000213306321333	0.00331458857901	4.04483757753e-05	0.00762086946519	0.00139523385099	0.00124939996667	0.0209001946068	0.091382631547	0.0471876487927	0.142624272105	0.153496638648	0.2104867888	0.167403853972	0.140853271401	0.0111203789788
a46	0.00117770143774	7.1684385701e-05	0.008886512193	2.89704059251e-05	0.0302939731551	0.0102301996837	0.00318772375556	0.0314114685356	0.0746079105157	0.0299331435976	0.191595307368	0.161445385216	0.156694882933	0.157918651324	0.1329971438	0.0095193392596
a31	0.00177261971258	2.4608622667e-05	0.00831566099767	2.11775384084e-05	0.031946008785	0.0120228236202	0.00291977796852	0.0205248763452	0.0508522761719	0.0227855328659	0.193776972456	0.148994160739	0.146644684311	0.217683390441	0.128510087933	0.0132053597532
a39	0.00217058613753	8.886261089e-06	0.00417791276589	1.38141532361e-05	0.0118724256283	0.00412992888907	0.00129074471951	0.0162746239484	0.0286021133906	0.0104060888886	0.114568632152	0.197902116913	0.17748249477	0.30661640348	0.110854172644	0.0136290669177
a8	0.00190190621251	3.65612842967e-06	0.00429198008863	2.1792090412e-05	0.0144540271761	0.00512326425302	0.00227359991984	0.0165946589828	0.0177952871302	0.0073738848962	0.065350049384	0.147651305638	0.23888585159	0.358804154493	0.102582120881	0.0168924466392
a3	0.00358691000417	2.76643114322e-06	0.0118648450295	9.56906621373e-05	0.0316362960587	0.0111756224177	0.00503392663995	0.0119110089943	0.0112744750434	0.00910253413207	0.042659653128	0.0692982678793	0.21460098053	0.336917548164	0.192401840294	0.0484376075464
a31	0.00383914596806	5.44126484774e-06	0.0124518998532	0.000111363875046	0.0279324215449	0.0095647845899	0.00438257728132	0.0098522879981	0.0251225536811	0.0173258632107	0.061271460376	0.10391367196	0.141122476843	0.328561179388	0.194143836098	0.0603990225155
a10	0.00166746368935	4.27840876159e-05	0.0045711075944	0.000136659412682	0.010106440207	0.0033551898573	0.00174693946177	0.00821953959937	0.039732851227	0.0219789227369	0.0694756824587	0.135904528987	0.261531612281	0.308438939796	0.0989771680327	0.0341141968385
a3	0.000908503629783	5.37920891053e-05	0.00191469118947	0.000154891309894	0.00435379383567	0.00144169031243	0.00089574897059	0.00415751869979	0.026064727009	0.013651840579	0.0342725398196	0.129110197996	0.334584464094	0.305208613265	0.127887279344	0.0153397488462
a39	0.000630252109928	2.28275436018e-05	0.00068139900949	7.85848316313e-05	0.00191895777856	0.00093714914081	0.000401252990197	0.00170904185326	0.009785996953	0.005185824093	0.0139364446065	0.142336695999	0.225128084698	0.366041817755	0.225312483115	0.00589320004873
