 	l'	ho	sentito	che	veniva	</S>
a41	0.288648915	0.14170758	0.0463223235	0.418434497	0.044800692	0.06008600265
a31	0.235465878333	0.15342907	0.0653232015	0.487856729	0.0325463561667	0.0253787773167
a24	0.272076009444	0.18399218	0.237796738833	0.247430894333	0.0199960415556	0.0387081304389
a15	0.158251928148	0.150532216667	0.527172612944	0.109826911111	0.0137143968519	0.0405019441463
a28	0.077644019716	0.187835295556	0.613219354315	0.0817625833703	0.0156771409506	0.0238616220488
a0	0.0525069742387	0.310616548519	0.534573768105	0.0705313291234	0.0151743586835	0.0165970323163
a31	0.0555275037462	0.49019212284	0.400792459368	0.0423779303745	0.00514688742117	0.0059631075721
a11	0.0807915079154	0.598509987613	0.250100523123	0.0615592207915	0.00297530476706	0.0060634406907
a31	0.145587265972	0.578799072538	0.142701629041	0.0939631669305	0.00492303205569	0.0340258315636
a39	0.160346128657	0.460543027513	0.086734334347	0.10290904231	0.0119612016852	0.177506292188
a20	0.174931949552	0.399103449171	0.0636615697823	0.0819978794367	0.0180039395617	0.262301217396
</S>	0.223664214776	0.428244194586	0.0483626173911	0.0523269227184	0.0186252597809	0.228776788698
