 	non	aveva	da	stare	</S>
a37	0.0653685015	0.084703044	0.168079903	0.30376998	0.37807859
a38	0.0305697691667	0.0371787781133	0.0850200947367	0.440629833333	0.406601523333
a24	0.0108175045956	0.0124516689944	0.0285085955089	0.589946831111	0.358275384444
a8	0.0066615324052	0.00456320174147	0.0096793445063	0.453682843704	0.525413044815
a17	0.00604522620173	0.00263041338049	0.00349923177877	0.303011184568	0.684813914938
a31	0.00334647900058	0.00249450176016	0.00199774452626	0.239799288189	0.752361961646
a20	0.0263749082002	0.0107924766534	0.00574406564209	0.380964099396	0.576124453882
a8	0.0452759750667	0.0189843252178	0.0146779235474	0.612700313132	0.308361484627
a31	0.0348630070222	0.0209067674059	0.0385357575158	0.733934721044	0.171759742542
a20	0.103108635341	0.0848076634686	0.110841013839	0.611733323681	0.0895093601807
a31	0.132431454114	0.128577787823	0.173536384613	0.409062447894	0.15639192506
a8	0.066913322038	0.0863179606077	0.155308819538	0.352969439298	0.338490438353
a31	0.0547502956793	0.0705239848692	0.146328697846	0.322257113099	0.406139892784
</S>	0.0638665028397	0.0787923874346	0.164738578923	0.31162878155	0.380973746392
