 	non	deve	magniare	la	sera	</S>
a20	0.112277335	0.20811346	0.1155720165	0.203366025	0.229188085	0.13148314
a31	0.153333718333	0.18151901	0.0514046076273	0.119074248467	0.424928021667	0.0697404478133
a18	0.120350896811	0.0788257641	0.0171885808664	0.0471852769557	0.667842573889	0.0686069370844
a37	0.0411566036703	0.0285667684667	0.0058704344188	0.0242723941852	0.740715077963	0.159418732361
a18	0.0227773465901	0.0192581311556	0.00289232727293	0.0125870869284	0.788773979321	0.15371111912
a31	0.05348178853	0.290439909052	0.00681950495764	0.0135346439761	0.574394476107	0.0613296472733
a13	0.0702976778433	0.560999819684	0.0325665769859	0.075108021992	0.236279861702	0.0247479819911
a31	0.0995269659478	0.416955983228	0.0999972673286	0.119885233997	0.187916383901	0.0757180943304
a17	0.0982028513159	0.186060317743	0.101497837776	0.105390737999	0.3276244713	0.181223734777
</S>	0.0551639446579	0.101951253872	0.057203026888	0.104029004	0.45314488565	0.228507852388
