 	dei	genitori	</S>
a31	0.215854055	0.42138452	0.36276145
a20	0.149732748	0.408695386667	0.44157185
a31	0.359049109	0.227697638889	0.413253217333
a18	0.4219548483	0.10611733313	0.471927773111
a24	0.1412075702	0.0397220215433	0.819070357704
a28	0.0493280716667	0.0169795700811	0.933692319235
a31	0.319293026689	0.020228167927	0.660478784412
a20	0.68372489223	0.044312591309	0.271962506137
a31	0.752890130743	0.081246037103	0.165863812046
a20	0.642865143581	0.160773369034	0.196361480682
a39	0.47087409786	0.250665689678	0.278460226894
a46	0.374147295953	0.292086446559	0.333766268965
</S>	0.342836917977	0.30090444828	0.356258624483
