 	ho	cosa	a	fare	</S>
a23	0.15893539	0.37679009	0.05824019	0.11251217	0.2935221765
a17	0.199749663333	0.368542685	0.038325885	0.281544716667	0.111837049067
a31	0.173748219111	0.167511704333	0.0205349333333	0.592895292222	0.0453098282557
a8	0.216910131037	0.0962826124443	0.0243947777778	0.628581274074	0.0338311920852
a31	0.469992270346	0.122008807481	0.0217457052593	0.362938582691	0.0233146388817
a13	0.451366413449	0.253698412494	0.0173900594198	0.217960778897	0.0595843611472
a24	0.240690454483	0.453387320831	0.0206694291399	0.209902189632	0.0753506230491
a31	0.354487688161	0.409148080277	0.0295828607133	0.164386006544	0.0423953490164
a13	0.37414721772	0.205560108426	0.0928860202378	0.271201198848	0.0562054350055
a31	0.271771940907	0.143109271142	0.160600916746	0.314495022949	0.110022821669
a18	0.226046048636	0.120664460381	0.146751375582	0.280406090983	0.226132020556
a0	0.123861109212	0.0819816567937	0.117537795194	0.347519923661	0.329099533519
a39	0.0768418277373	0.0625192639312	0.118598571731	0.372866684554	0.369173664506
</S>	0.0586064438687	0.0523513594656	0.121176380866	0.384281857277	0.383583972253
