 	e	che	cucino	</S>
a31	0.4427806	0.23196686	0.156390278375	0.1688622972
a24	0.55340155	0.336545916667	0.0522462470417	0.057806298762
a31	0.687589453333	0.275189351222	0.0175378113272	0.0196833477493
a11	0.820649237778	0.162994736074	0.00677131468907	0.00958466084977
a46	0.783825245926	0.206509062025	0.00337224959636	0.00629341294992
a41	0.656986015309	0.338484554008	0.00178564453212	0.00274380546997
a20	0.609315105103	0.386707241336	0.00281268941071	0.00116498018332
a36	0.632785835034	0.305076113779	0.0466991771369	0.0154388426011
a31	0.458442098345	0.26317524126	0.181485395712	0.0968972052004
a46	0.214443234115	0.18158587542	0.227253508571	0.3767173284
</S>	0.119606139057	0.10971674021	0.180855294286	0.5898217842
