 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.04051946796	0.019256647	0.00403442745	0.0038160808	0.01066793485	0.4039347893	0.0086092935	0.0350734365	0.178176105	0.29591178524
a31	0.0145614726267	0.0125387517667	0.00422239268333	0.0023474649	0.01800454195	0.708020946433	0.0127805935	0.0186894468333	0.106260046333	0.102574298573
a10	0.00593241068557	0.00586400135557	0.0111036525611	0.00881705086667	0.0489145593167	0.752114598811	0.0178543731667	0.00938763717777	0.101731030111	0.0382806514377
a41	0.00328189633852	0.0165841101185	0.060065814187	0.0229732076222	0.0772780747722	0.55371292627	0.0155728837222	0.00820424929259	0.225519080037	0.0168077253926
a24	0.00264447411284	0.0217234003728	0.0719683753957	0.0208061662741	0.0606068249241	0.319664928757	0.0088790419074	0.0169878007642	0.454779313346	0.0219396737975
a46	0.00170556810428	0.0162284904576	0.0298506627986	0.0077436839247	0.0292320675414	0.155792384919	0.0060677720358	0.0310920579214	0.693828447782	0.0284588885992
a24	0.00386462090143	0.0603601868192	0.0141647209329	0.00414603240823	0.0115664907471	0.0601428121397	0.0114705064119	0.0601749006405	0.738632415927	0.0354773298664
a37	0.00603680513381	0.10075302894	0.0086055206443	0.00468423513608	0.00744618858237	0.0265439932132	0.022876541804	0.0788449082135	0.694679708642	0.0495290536221
a46	0.00452690931127	0.0732260553133	0.00795649488143	0.0144203560454	0.0136238671941	0.0478879997377	0.0320380789347	0.0614214934045	0.700651549547	0.044247184874
a31	0.00495999637042	0.0397884831044	0.00748667929381	0.0191109236818	0.0166613390647	0.0548555212459	0.0420299736449	0.0539064951348	0.719699349849	0.041501244958
a20	0.00495133059014	0.0219311936348	0.0051333849646	0.0156976472273	0.0143456423549	0.0561805137486	0.040461636215	0.0470143460449	0.75847174995	0.035812544986
a8	0.00294423986338	0.00977550747827	0.00426005635487	0.0174249904091	0.0200917054516	0.0956376879162	0.0287027767383	0.0280530693483	0.775316729983	0.017793229662
a31	0.00364816248779	0.0465487051594	0.00941268795162	0.0188105361364	0.0542829371505	0.0924330226387	0.0291490975794	0.0326935127828	0.694374843328	0.0186465098873
a10	0.00649100349593	0.0741418550531	0.0145656199839	0.0197332663788	0.128595102383	0.203921234213	0.0257806425265	0.0310846775943	0.476758231109	0.0189283756291
a31	0.0145096614986	0.127884271684	0.0346138746613	0.0291050757929	0.139505319128	0.308189011404	0.0177194791755	0.0178414935314	0.294470583703	0.0161612452097
