 	non	ha	da	mangiare	</S>
a31	0.220868692	0.531700365	0.03824736115	0.037977424	0.1712061899
a20	0.122337322	0.684718431667	0.0363690648167	0.095137414	0.0614377929
a31	0.359024534	0.468061033889	0.0343862271056	0.113969922333	0.02455836267
a41	0.444904015333	0.29786594463	0.0516077195352	0.143697848444	0.0619245229267
a10	0.177616190444	0.300144904877	0.0960774981784	0.237602232815	0.188559184309
a31	0.290633218148	0.273602871626	0.0904590760595	0.167196012605	0.17810882687
a15	0.369338886049	0.311757953875	0.0970814836865	0.148679422535	0.0731422330567
a31	0.264952248683	0.265860947958	0.107516796562	0.203958420845	0.157711579686
a39	0.202230708228	0.148794185986	0.092938850854	0.236937080282	0.319099199895
a37	0.124821804743	0.112644255329	0.0995727019513	0.270106786761	0.392854496632
</S>	0.113859057372	0.105723047664	0.107225268476	0.26590544338	0.407287233316
