 	non	li	aspettiamo	più	</S>
a3	0.2956105625	0.177412685	0.1278069	0.256957855	0.1422120285
a31	0.586378280833	0.151489765333	0.0502158455017	0.147390363333	0.0645258096333
a35	0.536604198611	0.0764012407777	0.0169811615556	0.172490536111	0.197522897678
a31	0.450376361204	0.0510457702592	0.00710169507187	0.249698292037	0.241777876126
a13	0.419334207068	0.173604228086	0.016035814024	0.240287017346	0.150738722275
a31	0.236871952356	0.339531852695	0.091845060008	0.180075695782	0.151675432425
a15	0.163085450785	0.292564084232	0.199233270003	0.246965841927	0.098151342475
a31	0.130155780262	0.185352491411	0.228592380001	0.311096070642	0.144803257492
a46	0.107908487421	0.10943159547	0.150755686667	0.318638616881	0.313265599164
</S>	0.0637096947105	0.062053800235	0.0857961333335	0.37870949344	0.409730869582
